start;end;person;text
564.5533333333;567.9125;"Brünnhilde";"Sieglinde ist es, Siegmunds Schwester und Braut:"
568.7225;569.92839;"Brünnhilde";"gegen die Wälsungen"
569.93;571.8725;"Brünnhilde";"wütet Wotan in Grimm;"
572.09375;574.46875;"Brünnhilde";"dem Bruder sollte Brünnhilde heut"
574.46875;576.2175;"Brünnhilde";"entziehen den Sieg;"
576.47875;579.9885;"Brünnhilde";"doch Siegmund schützt’ ich mit meinem Schild,"
579.99;581.251875;"Brünnhilde";"trotzend dem Gott:"
581.4621875;583.9375;"Brünnhilde";"der traf ihn da selbst mit dem Speer:"
584.12;585.2575;"Brünnhilde";"Siegmund fiel;"
585.46125;588.505;"Brünnhilde";"doch ich floh fern mit der Frau:"
588.64942;591.303505;"Brünnhilde";"sie zu retten eilt’ ich zu euch,"
591.76375;594.8025;"Brünnhilde";"ob mich Bange auch"
594.8025;597.9325;"Brünnhilde";"ihr berget vor dem strafenden Streich!"
599.04625;603.485;"Helmwige, Gerhilde, Siegrune, Rossweisse, Grimgerde und Schwertleite";"Betörte Schwester, was tatest du?"
603.88;608.6375;"Helmwige, Siegrune und Grimgerde";"Wehe! Brünnhilde, wehe!"
603.88;610.33;"Schwertleite";"Wehe! Wehe! Brünnhilde, wehe!"
604.73;610.33;"Rossweisse";"Wehe! Brünnhilde, wehe!"
605.58;610.33;"Grimgerde";"Wehe! Brünnhilde, wehe!"
609.4633333333;612.4583033333;"Helmwige, Siegrune und Grimgerde";"Brach ungehorsam"
611.1875;612.4583033333;"Gerhilde, Rossweisse und Schwertleite";"Brachst du"
612.46;616.89;"Helmwige, Siegrune und Grimgerde";"Brünnhilde Heervaters heilig Gebot?"
612.46;616.89;"Gerhilde, Rossweisse und Schwertleite";"Heervaters heilig Gebot?"
617.725;620.9516666667;"Waltraute";"Nächtig zieht es von Norden heran."
620.9516666667;624.555;"Ortlinde";"Wütend steuert hieher der Sturm!"
625.3;628.470383125;"Rossweisse, Grimgerde und Schwertleite";"Wild wiehert Walvaters Roß!"
628.471875;631.19;"Helmwige, Gerhilde und Siegrune";"Schrecklich schnaubt es daher!"
634.81;637.59;"Brünnhilde";"Wehe der Armen, wenn Wotan sie trifft:"
637.795;641.005;"Brünnhilde";"den Wälsungen allen droht er Verderben!"
641.64;645.5325;"Brünnhilde";"Wer leiht mir von euch das leichteste Roß,"
645.72125;647.865;"Brünnhilde";"das flink die Frau ihm entführ’?"
648.4425;651.03;"Siegrune";"Auch uns rätst du rasenden Trotz?"
652.32;653.74857;"Brünnhilde";"Rossweisse, Schwester,"
653.75;655.025;"Brünnhilde";"leih mir deinen Renner!"
655.2375;658.375;"Rossweisse";"Vor Walvater floh der Fliegende nie."
658.76;659.9675;"Brünnhilde";"Helmwige, höre!"
660.16875;661.48;"Helmwige";"Dem Vater gehorch’ ich."
661.85;664.89;"Brünnhilde";"Grimgerde! Gerhilde! Gönnt mir eu’r Roß!"
665.31;669.0055325;"Brünnhilde";"Schwertleite! Siegrune! Seht meine Angst!"
669.555625;674.02;"Brünnhilde";"O seid mir treu, wie traut ich euch war:"
674.57;679.655;"Brünnhilde";"rettet dies traurige Weib!"
687.9675;696.6890929705;"Sieglinde";"Nicht sehre dich Sorge um mich:"
698.06;705.1217244896;"Sieglinde";"einzig taugt mir der Tod!"
705.8854200678;707.5381972787;"Sieglinde";"Wer hieß dich Maid,"
707.5381972787;709.715;"Sieglinde";"dem Harst mich entführen?"
711.4525;715.31;"Sieglinde";"Im Sturm dort hätt’ ich den Streich empfahn"
715.52912;720.9125;"Sieglinde";"von derselben Waffe, der Siegmund fiel;"
721.23375;724.02875;"Sieglinde";"das Ende fand ich"
724.22846;728.62072;"Sieglinde";"vereint mit ihm!"
729.3;737.225;"Sieglinde";"Fern von Siegmund – Siegmund, von dir! –"
738.11375;741.71625;"Sieglinde";"O deckte mich Tod, daß ich’s denke!"
742.6725;743.9525;"Sieglinde";"Soll um die Flucht"
743.9525;747.3275;"Sieglinde";"dir Maid ich nicht fluchen,"
748.05125;753.285;"Sieglinde";"so erhöre heilig mein Flehen: –"
755.785;762.781712018;"Sieglinde";"stoße dein Schwert mir ins Herz!"
762.781712018;768.8309375;"Brünnhilde";"Lebe, o Weib, um der Liebe willen!"
769.07125;772.595;"Brünnhilde";"Rette das Pfand, das von ihm du empfingst:"
773.0525;776.47;"Brünnhilde";"ein Wälsung wächst dir im Schoß!"
782.78;789.5975;"Sieglinde";"Rette mich, Kühne! Rette mein Kind!"
790.01;794.71;"Sieglinde";"Schirmt mich, ihr Mädchen, mit mächtigstem Schutz!"
795.835;798.325;"Waltraute";"Der Sturm kommt heran."
799.5;801.63;"Ortlinde";"Flieh, wer ihn fürchtet!"
802.56;805.51;"Gerhilde, Rossweisse und Grimgerde";"Fort mit dem Weibe, droht ihm Gefahr!"
803.39;806.805;"Helmwige, Siegrune und Schwertleite";"Fort mit dem Weibe, droht ihm Gefahr!"
805.725;808.855;"Gerhilde, Rossweisse und Grimgerde";"Der Walküren keine wag’ ihren Schutz!"
806.805;808.855;"Helmwige, Siegrune und Schwertleite";"Keine wag' ihren Schutz!"
809.25;815.7575;"Sieglinde";"Rette mich, Maid! Rette die Mutter!"
821.15875;824.535;"Brünnhilde";"So fliehe denn eilig, und fliehe allein!"
825.02;830.0029931972;"Brünnhilde";"Ich bleibe zurück, biete mich Wotans Rache:"
830.6674829931;833.63;"Brünnhilde";"an mir zögr’ ich den Zürnenden hier,"
833.63;837.425;"Brünnhilde";"während du seinem Rasen entrinnst."
838.85;840.95375;"Sieglinde";"Wohin soll ich mich wenden?"
841.3991666666;844.515;"Brünnhilde";"Wer von euch Schwestern schweifte nach Osten?"
844.7375;848.027;"Siegrune";"Nach Osten weithin dehnt sich ein Wald:"
848.2555;852.455;"Siegrune";"der Niblungen Hort entführte Fafner dorthin."
852.9;856.5178174597;"Schwertleite";"Wurmesgestalt schuf sich der Wilde,"
856.9903174598;860.885;"Schwertleite";"in einer Höhle hütet er Alberichs Reif."
860.885;864.41625;"Grimgerde";"Nicht geheu’r ist’s dort für ein hülflos Weib."
864.631875;869.315;"Brünnhilde";"Und doch, vor Wotans Wut schützt sie sicher der Wald;"
869.5175;872.7725;"Brünnhilde";"ihn scheut der Mächt’ge und meidet den Ort."
872.7725;874.4425;"Waltraute";"Furchtbar fährt"
874.4425;875.99;"Waltraute";"dort Wotan zum Fels!"
875.99;880.48831;"Gerhilde, Helmwige, Rossweisse, Siegrune, Grimgerde und Schwertleite";"Brünnhilde! Hör seines Nahens Gebraus’!"
882.19;885.93297;"Brünnhilde";"Fort denn eile, nach Osten gewandt!"
886.66;890.43598;"Brünnhilde";"Mutigen Trotzes ertrag alle Müh’n;"
890.78;894.555;"Brünnhilde";"Hunger und Durst, Dorn und Gestein;"
895.15;899.786316;"Brünnhilde";"lache, ob Not, ob Leiden dich nagt!"
900.426;904.78957;"Brünnhilde";"denn eines wiss’ und wahr es immer:"
906.205;910.7387;"Brünnhilde";"den hehrsten Helden der Welt"
910.74;915.63879625;"Brünnhilde";"hegst du, o Weib, im schirmenden Schoß."
922.82626;927.155;"Brünnhilde";"Verwahr ihm die starken Schwertesstücken;"
927.35918;931.8283333333;"Brünnhilde";"seines Vaters Walstatt entführt’ ich sie glücklich: –"
932.79;937.67851125;"Brünnhilde";"der neu gefügt das Schwert einst schwingt,"
938.52966;942.99611;"Brünnhilde";"den Namen nehm’ er von mir:"
944.11;951.8183213333;"Brünnhilde";"Siegfried erfreu’ sich des Siegs!"
955.09;968.4476564286;"Sieglinde";"O hehrstes Wunder, herrliche Maid!"
968.9546428572;973.4588825;"Sieglinde";"Dir Treuen dank’ ich heiligen Trost!"
974.21;979.5335433328;"Sieglinde";"Für ihn, den wir liebten, rett’ ich das Liebste:"
979.9246799994;984.46624;"Sieglinde";"meines Dankes Lohn lache dir einst!"
985.21;995.75236;"Sieglinde";"Lebe wohl! Dich segnet Sieglindes Weh!"
1006.168;1008.99866;"Wotan";"Steh! Brünnhild’!"
1009.22908;1011.57952;"Ortlinde und Waltraute";"Den Fels erreichten Roß und Reiter!"
1011.82;1016.92576;"Helmwige, Gerhilde, Siegrune und Grimgerde";"Weh’, Brünnhild’! Rache entbrennt!"
1013.14;1018.2458;"Ortlinde, Waltraute, Rossweisse und Schwertleite";"Weh’, Brünnhild’! Rache entbrennt!"
1017.5425;1020.35621;"Brünnhilde";"Ach, Schwestern, helft! Mir schwankt das Herz:"
1020.81242;1023.22;"Brünnhilde";"sein Zorn zerschellt mich,"
1023.32956;1026.13912;"Brünnhilde";"wenn euer Schutz ihn nicht zähmt!"
1025.47912;1030.19908;"Helmwige";"Hieher, Verlorne! Laß dich nicht sehn!"
1026.79248;1030.19908;"Rossweisse";"Hieher! Laß dich nicht sehn,"
1026.79248;1027.43248;"Schwertleite";"Hieher!"
1027.22;1027.85872;"Gerhilde und Grimgerde";"Hieher!"
1027.22;1030.42954;"Siegrune";"Hieher, Verlorne,"
1027.86;1030.65862;"Ortlinde";"Laß dich nicht sehn! Hieher,"
1028.57;1029.27858;"Waltraute";"Hieher!"
1029.28;1034.21581;"Schwertleite";"Schmiege dich an uns und schweige dem Ruf!"
1029.28;1034.21581;"Gerhilde";"Schmiege dich an uns! Hieher, zu uns!"
1030.66;1032.37284;"Helmwige und Waltraute";"Schmiege dich an uns!"
1031.47252;1034.21581;"Ortlinde, Siegrune und Rossweisse";"und schweige dem Ruf!"
1038.46;1044.42294;"Helmwige, Ortlinde, Gerhilde, Waltraute, Siegrune, Rossweisse, Grimgerde und Schwertleite";"Weh’! Wütend schwingt sich Wotan vom Roß!"
1044.62;1048.538666666;"Helmwige, Ortlinde, Gerhilde, Waltraute, Siegrune, Rossweisse, Grimgerde und Schwertleite";"Hieher rast sein rächender Schritt!"
1060.72;1065.82;"Wotan";"Wo ist Brünnhild’, wo die Verbrecherin?"
1066.54;1070.685;"Wotan";"Wagt ihr, die Böse vor mir zu bergen?"
1071.08;1076.24;"Helmwige, Ortlinde, Gerhilde, Waltraute, Siegrune, Rossweisse, Grimgerde und Schwertleite";"Schrecklich ertost dein Toben!"
1076.62;1079.32;"Helmwige, Ortlinde, Siegrune und Grimgerde";"Was taten, Vater, die Töchter,"
1079.53;1082.442;"Helmwige, Ortlinde, Siegrune";"daß sie dich reizten zu rasender Wut?"
1079.32;1082.442;"Grimgerde";"daß sie dich reizten zu rasender Wut?"
1077.74;1082.442;"Gerhilde, Waltraute, Rossweisse und Schwertleite";"Wer reizte dich zu rasender Wut?"
1082.442;1087.05;"Wotan";"Wollt ihr mich höhnen? Hütet euch, Freche!"
1088.431875;1091.31;"Wotan";"Ich weiß, Brünnhilde bergt ihr vor mir."
1092.48;1096.8;"Wotan";"Weichet von ihr, der ewig Verworfnen,"
1097.025;1100.97;"Wotan";"wie ihren Wert von sich sie warf!"
1105.14;1110.286247059;"Rossweisse";"Zu uns floh die Verfolgte;"
1109.294117647;1113.05;"Siegrune";"Unsren Schutz flehte sie an;"
1109.294117647;1114.34;"Grimgerde";"Unsren Schutz flehte sie an;"
1109.294117647;1112.645;"Schwertleite";"Unsren Schutz flehte sie an;"
1112.24;1118.2925;"Rossweisse";"unsren Schutz flehte sie an:"
1113.455;1120.5925;"Waltraute";"Mit Furcht und Zagen faßt sie dein Zorn:"
1113.86;1125.043415;"Siegrune";"Furcht und Zagen faßt die Verfolgte."
1114.82;1127.47;"Schwertleite";"Mit Furcht und Zagen faßt sie dein Zürnen:"
1117.35125;1126.49625;"Grimgerde";"Mit Furcht und Zagen faßt sie dein Zürnen:"
1119.545;1127.96;"Ortlinde";"Vater, hör uns flehn!"
1120.06875;1127.96;"Rossweisse";"für die bange Schwester bitten wir nun;"
1121.11625;1127.96;"Waltraute";"für die bange Schwester bitten wir nun,"
1127.47;1135.370833333;"Grimgerde";"für die Bange bitten wir dich!"
1129.84;1135.370833333;"Schwertleite";"für die Bange bitten wir dich!"
1127.96;1135.370833333;"Waltraute";"daß den ersten Zorn du bezähmst."
1129.39;1135.370833333;"Rossweisse";"daß den ersten Zorn du bezähmst."
1121.64;1135.370833333;"Gerhilde";"Laß dich erweichen, laß dich erweichen!"
1123.46;1135.370833333;"Helmwige";"Laß dich erweichen, für sie, zähme deinen Zorn!"
1128.94;1133.97625;"Ortlinde";"Laß dich erweichen!"
1136.34;1139.325625;"Wotan";"Weichherziges Weibergezücht!"
1140.170625;1143.67125;"Wotan";"So matten Mut gewannt ihr von mir?"
1144.3228125;1147.9075;"Wotan";"Erzog ich euch kühn, zum Kampfe zu ziehn,"
1148.14;1149.558571428;"Wotan";"schuf ich die Herzen"
1149.558571428;1151.537448979;"Wotan";"euch hart und scharf,"
1151.537448979;1155.41;"Wotan";"daß ihr Wilden nun weint und greint,"
1155.7125;1159.73;"Wotan";"wenn mein Grimm eine Treulose straft?"
1166.65;1170.790625;"Wotan";"So wißt denn, Winselnde, was die verbrach,"
1170.790625;1175.045;"Wotan";"um die euch Zagen die Zähre entbrennt!"
1176.68;1178.71796;"Wotan";"Keine wie sie"
1178.72;1181.7;"Wotan";"kannte mein innerstes Sinnen!"
1189.105;1191.117985;"Wotan";"Keine wie sie"
1191.12;1194.187083334;"Wotan";"wußte den Quell meines Willens!"
1200.8;1203.085;"Wotan";"Sie selbst war"
1203.085;1206.24;"Wotan";"meines Wunsches schaffender Schoß:"
1209.6175;1213.259;"Wotan";"und so nun brach sie den seligen Bund,"
1213.4725;1216.74;"Wotan";"daß treulos sie meinem Willen getrotzt,"
1216.98;1220.57;"Wotan";"mein herrschend Gebot offen verhöhnt,"
1220.7194;1223.435;"Wotan";"gegen mich die Waffe gewandt,"
1223.60266;1226.986326531;"Wotan";"die mein Wunsch allein ihr schuf."
1231.96;1238.645;"Wotan";"Hörst du’s, Brünnhilde? Du, der ich Brünne,"
1239.15;1242.857772108;"Wotan";"Helm und Wehr, Wonne und Huld,"
1243.117029478;1247.12;"Wotan";"Namen und Leben verlieh?"
1248.14;1253.918049887;"Wotan";"Hörst du mich Klage erheben,"
1254.189024943;1257.516;"Wotan";"und birgst dich bang dem Kläger,"
1258.034;1262.23;"Wotan";"daß feig du der Straf’ entflöh’st?"
1299.61;1309.2475;"Brünnhilde";"Hier bin ich, Vater gebiete die Strafe!"
1314.6;1318.2025;"Wotan";"Nicht straf’ ich dich erst;"
1318.685;1321.99125;"Wotan";"deine Strafe schufst du dir selbst."
1322.728125;1326.42;"Wotan";"Durch meinen Willen warst du allein:"
1326.89;1329.67;"Wotan";"gegen mich doch hast du gewollt;"
1331.42;1335.24;"Wotan";"meine Befehle nur führtest du aus:"
1335.66;1339.42625;"Wotan";"gegen mich doch hast du befohlen;"
1341.345;1345.31807;"Wotan";"Wunschmaid warst du mir:"
1345.44284;1347.74;"Wotan";"gegen mich doch hast du gewünscht;"
1348.68;1352.576547999;"Wotan";"Schildmaid warst du mir:"
1352.714897333;1355.17;"Wotan";"gegen mich doch hobst du den Schild;"
1356.12;1359.95788;"Wotan";"Loskieserin warst du mir:"
1360.1011;1362.65;"Wotan";"gegen mich doch kiestest du Lose;"
1363.64;1367.65798;"Wotan";"Heldenreizerin warst du mir:"
1367.83264;1370.6;"Wotan";"gegen mich doch reiztest du Helden."
1381.71;1388.95756;"Wotan";"Was sonst du warst, sagte dir Wotan:"
1389.395;1395.8;"Wotan";"was jetzt du bist, das sage dir selbst!"
1396.74;1401.2777;"Wotan";"Wunschmaid bist du nicht mehr;"
1402.24;1407.015875;"Wotan";"Walküre bist du gewesen:"
1408.885;1415.415;"Wotan";"nun sei fortan, was so du noch bist!"
1420.011875;1425.0973;"Brünnhilde";"Du verstößest mich; versteh’ ich den Sinn?"
1426.25;1434.73;"Wotan";"Nicht send’ ich dich mehr aus Walhall;"
1435.295;1443.010918367;"Wotan";"nicht weis’ ich dir mehr Helden zur Wal,"
1443.010918367;1447.2925;"Wotan";"nicht führst du mehr Sieger"
1447.2925;1451.57788;"Wotan";"in meinen Saal:"
1452.714;1461.66;"Wotan";"bei der Götter trautem Mahle"
1462.27;1468.992857143;"Wotan";"das Trinkhorn nicht reichst du traulich mir mehr;"
1469.439285714;1476.23;"Wotan";"nicht kos’ ich dir mehr den kindischen Mund;"
1476.625;1483.995;"Wotan";"von göttlicher Schar bist du geschieden,"
1484.48;1491.066712018;"Wotan";"ausgestoßen aus der Ewigen Stamm;"
1491.736678004;1496.7;"Wotan";"gebrochen ist unser Bund;"
1498.195;1507.37;"Wotan";"aus meinem Angesicht bist du verbannt!"
1507.833333333;1511.9925;"Helmwige, Gerhilde, Ortlinde, Waltraute, Siegrune, Rossweisse, Grimgerde und Schwertleite";"Wehe! Weh’!"
1512.2;1517.2775;"Helmwige, Gerhilde, Ortlinde, Waltraute, Siegrune, Rossweisse, Grimgerde und Schwertleite";"Schwester! ach Schwester!"
1516.885;1521.43;"Brünnhilde";"Nimmst du mir alles, was einst du gabst?"
1521.43;1526.84;"Wotan";"Der dich zwingt, wird dir’s entziehn!"
1528.565;1534.9375;"Wotan";"Hieher auf den Berg banne ich dich;"
1535.43875;1542.955;"Wotan";"in wehrlosen Schlaf schließ’ ich dich fest;"
1543.5775;1547.68;"Wotan";"der Mann dann fange die Maid,"
1548.13152;1552.385;"Wotan";"der am Wege sie findet und weckt."
1553.4475;1554.46;"Waltraute";"Halt ein!"
1554.26;1555.06;"Ortlinde, Grimgerde und Schwertleite";"O Vater!"
1555.06;1557.28;"Helmwige, Gerhilde, Rossweisse und Siegrune";"Halt ein den Fluch!"
1555.875;1556.89836;"Ortlinde und Waltraute";"Halt ein!"
1559.59;1561.503808;"Helmwige und Ortlinde";"Halt ein!"
1559.59;1561.124;"Gerhilde und Waltraute";"O Vater!"
1556.49;1559.59;"Grimgerde und Schwertleite";"Soll die Maid verblühn und verbleichen dem Mann?"
1559.59;1562.716333333;"Siegrune und Rossweisse";"Soll die Maid verblühn und verbleichen dem Mann?"
1562.716333333;1565.945;"Gerhilde und Waltraute";"Soll die Maid verblühn und verbleichen dem Mann?"
1562.716333333;1565.55;"Schwertleite";"Soll die Maid verblühn und verbleichen?"
1561.505333333;1564.75836;"Helmwige";"Hör unser Fleh’n!"
1561.505333333;1565.155;"Ortlinde";"Hör unser Fleh’n!"
1563.12;1566.71;"Rossweisse";"Schrecklicher Vater!"
1567.635;1572.03;"Gerhilde";"Du schrecklicher, schrecklicher Gott!"
