start;end;person;text
462.74848;465.73787;"Waltraute, Grimgerde und Schwertleite";"Heiaho! Heiaha!"
464.52064;465.73787;"Ortlinde";"Heiaha!"
467.98755;473;"Waltraute";"Zu Grunde stürzt Grane, der starke!"
475.70868;478.60877;"Grimgerde";"Aus dem Sattel hebt sie hastig das Weib!"
479.225;482.2856;"Ortlinde, Waltraute und Schwertleite";"Schwester! Schwester!"
479.889335;482.2856;"Grimgerde";"Schwester!"
482.49872;484.53111;"Ortlinde, Waltraute, Schwertleite und Grimgerde";"Was ist geschehn?"
491.4475;497.06;"Brünnhilde";"Schützt mich, und helft in höchster Not!"
496.4588;499.14548;"Grimgerde";"Wo rittest du her in rasender Hast?"
496.9088;498.25548;"Siegrune";"Woher in rasender Hast?"
498.25548;500.1525;"Gerhilde";"Wo rittest du her in rasender Hast?"
498.70048;500.1525;"Helmwige";"Woher in rasender Hast?"
497.51;500.35875;"Ortlinde, Waltraute und Schwertleite";"So flieht nur, wer auf der Flucht!"
497.735;500.35875;"Rossweisse";"So flieht nur, wer auf der Flucht!"
498.85;500.1525;"Siegrune";"bist du in Flucht?"
500.35875;503.905;"Brünnhilde";"Zum erstenmal flieh’ ich und bin verfolgt:"
504.83;507.3825;"Brünnhilde";"Heervater hetzt mir nach!"
507.3825;510.41826;"Helmwige, Gerhilde, Siegrune und Grimgerde";"Bist du von Sinnen? Sage uns! Wie?"
507.3825;508.67827;"Ortlinde, Waltraute, Rossweisse und Schwertleite";"Ha! Sprich!"
509.3325;511.275;"Ortlinde, Waltraute, Rossweisse und Schwertleite";"Verfolgt dich Heervater?"
511.7025;512.82;"Ortlinde, Waltraute, Rossweisse und Schwertleite";"O sag!"
511.275;512.82;"Acht Walküren";"Fliehst du vor ihm?"
519.96875;523.66375;"Brünnhilde";"O Schwestern, späht von des Felsens Spitze:"
523.905;527.0925;"Brünnhilde";"schaut nach Norden, ob Walvater naht!"
532.405;535.3975;"Brünnhilde";"Schnell! Seht ihr ihn schon?"
537.3725;539.98875;"Ortlinde";"Gewittersturm weht von Norden."
540.215;543.215;"Waltraute";"Starkes Gewölk staut sich dort auf!"
546.2;549.4125;"Helmwige, Gerhilde, Siegrune, Rossweisse, Grimgerde und Schwertleite";"Heervater reitet sein heiliges Roß!"
550.3175;553.595;"Brünnhilde";"Der wilde Jäger, der wütend mich jagt,"
553.8225;556.4125;"Brünnhilde";"er naht, er naht von Norden!"
556.62;561.14;"Brünnhilde";"Schützt mich, Schwestern! Wahret dies Weib!"
560.915;563.11625;"Siegrune und Rossweisse";"Was ist mit dem Weibe?"
561.365;563.11625;"Helmwige,Gerhilde, Grimgerde und Schwertleite";"Was ist mit dem Weibe?"
563.325;564.5825;"Brünnhilde";"Hört mich in Eile:"
565.005;569.0325;"Brünnhilde";"Sieglinde ist es, Siegmunds Schwester und Braut:"
569.8875;571.16829;"Brünnhilde";"gegen die Wälsungen"
571.17;573.415;"Brünnhilde";"wütet Wotan in Grimm;"
573.6375;576.3775;"Brünnhilde";"dem Bruder sollte Brünnhilde heut"
576.3775;578.1775;"Brünnhilde";"entziehen den Sieg;"
578.43875;582.83803;"Brünnhilde";"doch Siegmund schützt’ ich mit meinem Schild,"
582.84;584.355;"Brünnhilde";"trotzend dem Gott:"
584.6075;587.66125;"Brünnhilde";"der traf ihn da selbst mit dem Speer:"
587.905;589.35;"Brünnhilde";"Siegmund fiel;"
589.585;593.101;"Brünnhilde";"doch ich floh fern mit der Frau:"
593.267996;596.41819;"Brünnhilde";"sie zu retten eilt’ ich zu euch,"
596.99;600.485;"Brünnhilde";"ob mich Bange auch"
600.485;604.415;"Brünnhilde";"ihr berget vor dem strafenden Streich!"
605.76375;611;"Helmwige, Gerhilde, Siegrune, Rossweisse, Grimgerde und Schwertleite";"Betörte Schwester, was tatest du?"
611.48;617.0575;"Helmwige, Siegrune und Grimgerde";"Wehe! Brünnhilde, wehe!"
611.48;619.0144999998;"Schwertleite";"Wehe! Wehe! Brünnhilde, wehe!"
612.44;619.0144999998;"Rossweisse";"Wehe! Brünnhilde, wehe!"
613.4;619.0144999998;"Grimgerde";"Wehe! Brünnhilde, wehe!"
618.0248333332;621.4980093333;"Helmwige, Siegrune und Grimgerde";"Brach ungehorsam"
620.0069999997;621.4980093333;"Gerhilde, Rossweisse und Schwertleite";"Brachst du"
621.5;626.615;"Helmwige, Siegrune und Grimgerde";"Brünnhilde Heervaters heilig Gebot?"
621.5;626.615;"Gerhilde, Rossweisse und Schwertleite";"Heervaters heilig Gebot?"
627.5275;631.0325;"Waltraute";"Nächtig zieht es von Norden heran."
631.0325;634.945;"Ortlinde";"Wütend steuert hieher der Sturm!"
635.88;639.63815;"Rossweisse, Grimgerde und Schwertleite";"Wild wiehert Walvaters Roß!"
639.64;642.4;"Helmwige, Gerhilde und Siegrune";"Schrecklich schnaubt es daher!"
646.87;650.19;"Brünnhilde";"Wehe der Armen, wenn Wotan sie trifft:"
650.41;654.21375;"Brünnhilde";"den Wälsungen allen droht er Verderben!"
655.0325;660.16;"Brünnhilde";"Wer leiht mir von euch das leichteste Roß,"
660.39;663.1475;"Brünnhilde";"das flink die Frau ihm entführ’?"
663.83375;666.89;"Siegrune";"Auch uns rätst du rasenden Trotz?"
668.3;670.26803;"Brünnhilde";"Rossweisse, Schwester,"
670.27;671.63125;"Brünnhilde";"leih mir deinen Renner!"
671.858125;675.355;"Rossweisse";"Vor Walvater floh der Fliegende nie."
675.82;677.23375;"Brünnhilde";"Helmwige, höre!"
677.469375;679.08125;"Helmwige";"Dem Vater gehorch’ ich."
679.54;682.84;"Brünnhilde";"Grimgerde! Gerhilde! Gönnt mir eu’r Roß!"
683.29;687.70767;"Brünnhilde";"Schwertleite! Siegrune! Seht meine Angst!"
688.3775;693.5925;"Brünnhilde";"O seid mir treu, wie traut ich euch war:"
694.195;699.9647619045;"Brünnhilde";"rettet dies traurige Weib!"
708.8572727273;717.7437099476;"Sieglinde";"Nicht sehre dich Sorge um mich:"
719.165759637;726.744557823;"Sieglinde";"einzig taugt mir der Tod!"
727.5268367345;729.3069472788;"Sieglinde";"Wer hieß dich Maid,"
729.3069472788;731.6575;"Sieglinde";"dem Harst mich entführen?"
733.37625;736.96;"Sieglinde";"Im Sturm dort hätt’ ich den Streich empfahn"
737.16916;742.13;"Sieglinde";"von derselben Waffe, der Siegmund fiel;"
742.435;745.038125;"Sieglinde";"das Ende fand ich"
745.21925;749.527305;"Sieglinde";"vereint mit ihm!"
750.1183333333;757.9883333334;"Sieglinde";"Fern von Siegmund – Siegmund, von dir! –"
758.9245833334;762.58640625;"Sieglinde";"O deckte mich Tod, daß ich’s denke!"
763.5028125;764.7403125;"Sieglinde";"Soll um die Flucht"
764.7403125;768.02;"Sieglinde";"dir Maid ich nicht fluchen,"
768.72;773.47;"Sieglinde";"so erhöre heilig mein Flehen: –"
775.6025;781.7;"Sieglinde";"stoße dein Schwert mir ins Herz!"
781.7;788.5175;"Brünnhilde";"Lebe, o Weib, um der Liebe willen!"
788.77;792.7725;"Brünnhilde";"Rette das Pfand, das von ihm du empfingst:"
793.29125;796.995;"Brünnhilde";"ein Wälsung wächst dir im Schoß!"
803.28;810.205;"Sieglinde";"Rette mich, Kühne! Rette mein Kind!"
810.62;815.41;"Sieglinde";"Schirmt mich, ihr Mädchen, mit mächtigstem Schutz!"
816.56125;818.875;"Waltraute";"Der Sturm kommt heran."
820.3175;822.555;"Ortlinde";"Flieh, wer ihn fürchtet!"
823.39;826.5125;"Gerhilde, Rossweisse und Grimgerde";"Fort mit dem Weibe, droht ihm Gefahr!"
824.265;827.9;"Helmwige, Siegrune und Schwertleite";"Fort mit dem Weibe, droht ihm Gefahr!"
826.74125;830.0675;"Gerhilde, Rossweisse und Grimgerde";"Der Walküren keine wag’ ihren Schutz!"
827.9;830.0675;"Helmwige, Siegrune und Schwertleite";"Keine wag' ihren Schutz!"
830.48;835.1675;"Sieglinde";"Rette mich, Maid! Rette die Mutter!"
841.0965625;844.86;"Brünnhilde";"So fliehe denn eilig, und fliehe allein!"
845.35;850.7179931973;"Brünnhilde";"Ich bleibe zurück, biete mich Wotans Rache:"
851.4349829931;854.8552465985;"Brünnhilde";"an mir zögr’ ich den Zürnenden hier,"
854.8552465985;858.9;"Brünnhilde";"während du seinem Rasen entrinnst."
860.31;862.7175;"Sieglinde";"Wohin soll ich mich wenden?"
863.155;866.5775;"Brünnhilde";"Wer von euch Schwestern schweifte nach Osten?"
866.83625;870.76;"Siegrune";"Nach Osten weithin dehnt sich ein Wald:"
870.99;875.9825;"Siegrune";"der Niblungen Hort entführte Fafner dorthin."
876.51;880.5640674598;"Schwertleite";"Wurmesgestalt schuf sich der Wilde,"
881.0790674598;885.35;"Schwertleite";"in einer Höhle hütet er Alberichs Reif."
885.35;889.3475;"Grimgerde";"Nicht geheu’r ist’s dort für ein hülflos Weib."
889.60125;895.09;"Brünnhilde";"Und doch, vor Wotans Wut schützt sie sicher der Wald;"
895.32;898.8775;"Brünnhilde";"ihn scheut der Mächt’ge und meidet den Ort."
898.8775;900.8225;"Waltraute";"Furchtbar fährt"
900.8225;902.47;"Waltraute";"dort Wotan zum Fels!"
902.47;907.797905;"Gerhilde, Helmwige, Rossweisse, Siegrune, Grimgerde und Schwertleite";"Brünnhilde! Hör seines Nahens Gebraus’!"
909.59;913.49965;"Brünnhilde";"Fort denn eile, nach Osten gewandt!"
914.2;918.37256;"Brünnhilde";"Mutigen Trotzes ertrag alle Müh’n;"
918.76;922.885;"Brünnhilde";"Hunger und Durst, Dorn und Gestein;"
923.5;929.15626;"Brünnhilde";"lache, ob Not, ob Leiden dich nagt!"
929.88;934.59621;"Brünnhilde";"denn eines wiss’ und wahr es immer:"
936.18;940.81876;"Brünnhilde";"den hehrsten Helden der Welt"
940.82;945.92876;"Brünnhilde";"hegst du, o Weib, im schirmenden Schoß."
953.32791;957.6816666667;"Brünnhilde";"Verwahr ihm die starken Schwertesstücken;"
957.89802;962.65375;"Brünnhilde";"seines Vaters Walstatt entführt’ ich sie glücklich: –"
963.690625;968.34893;"Brünnhilde";"der neu gefügt das Schwert einst schwingt,"
969.65781;974.92937;"Brünnhilde";"den Namen nehm’ er von mir:"
976.19;983.85872;"Brünnhilde";"Siegfried erfreu’ sich des Siegs!"
987.484365079;1002.65806;"Sieglinde";"O hehrstes Wunder, herrliche Maid!"
1003.34;1007.8589425;"Sieglinde";"Dir Treuen dank’ ich heiligen Trost!"
1008.45;1013.870719999;"Sieglinde";"Für ihn, den wir liebten, rett’ ich das Liebste:"
1014.301279999;1019.131569084;"Sieglinde";"meines Dankes Lohn lache dir einst!"
1019.907208333;1032.0854;"Sieglinde";"Lebe wohl! Dich segnet Sieglindes Weh!"
1044.96;1048.51798;"Wotan";"Steh! Brünnhild’!"
1048.8022;1051.73606;"Ortlinde und Waltraute";"Den Fels erreichten Roß und Reiter!"
1052.04;1058.12556;"Helmwige, Gerhilde, Siegrune und Grimgerde";"Weh’, Brünnhild’! Rache entbrennt!"
1053.58;1059.824644081;"Ortlinde, Waltraute, Rossweisse und Schwertleite";"Weh’, Brünnhild’! Rache entbrennt!"
1058.894835601;1062.500548481;"Brünnhilde";"Ach, Schwestern, helft! Mir schwankt das Herz:"
1062.979555011;1065.85;"Brünnhilde";"sein Zorn zerschellt mich,"
1065.97782;1069.33232;"Brünnhilde";"wenn euer Schutz ihn nicht zähmt!"
1068.57232;1074.00576;"Helmwige";"Hieher, Verlorne! Laß dich nicht sehn!"
1070.06576;1074.00576;"Rossweisse";"Hieher! Laß dich nicht sehn,"
1070.06576;1070.74576;"Schwertleite";"Hieher!"
1070.52;1071.19864;"Gerhilde und Grimgerde";"Hieher!"
1070.52;1074.23288;"Siegrune";"Hieher, Verlorne,"
1071.2;1074.45864;"Ortlinde";"Laß dich nicht sehn! Hieher,"
1072.15;1073.0981;"Waltraute";"Hieher!"
1073.1;1078.72576;"Schwertleite";"Schmiege dich an uns und schweige dem Ruf!"
1073.1;1078.72576;"Gerhilde";"Schmiege dich an uns! Hieher, zu uns!"
1074.46;1076.72612;"Helmwige und Waltraute";"Schmiege dich an uns!"
1075.60552;1078.72576;"Ortlinde, Siegrune und Rossweisse";"und schweige dem Ruf!"
1083.36;1089.61626;"Helmwige, Ortlinde, Gerhilde, Waltraute, Siegrune, Rossweisse, Grimgerde und Schwertleite";"Weh’! Wütend schwingt sich Wotan vom Roß!"
1089.82;1094.128666667;"Helmwige, Ortlinde, Gerhilde, Waltraute, Siegrune, Rossweisse, Grimgerde und Schwertleite";"Hieher rast sein rächender Schritt!"
1104.26;1109.41;"Wotan";"Wo ist Brünnhild’, wo die Verbrecherin?"
1110.08;1114.175625;"Wotan";"Wagt ihr, die Böse vor mir zu bergen?"
1114.54;1119.95;"Helmwige, Ortlinde, Gerhilde, Waltraute, Siegrune, Rossweisse, Grimgerde und Schwertleite";"Schrecklich ertost dein Toben!"
1120.375;1123.20375;"Helmwige, Ortlinde, Siegrune und Grimgerde";"Was taten, Vater, die Töchter,"
1123.3946875;1126.462;"Helmwige, Ortlinde, Siegrune";"daß sie dich reizten zu rasender Wut?"
1123.20375;1126.462;"Grimgerde";"daß sie dich reizten zu rasender Wut?"
1121.62;1126.462;"Gerhilde, Waltraute, Rossweisse und Schwertleite";"Wer reizte dich zu rasender Wut?"
1126.462;1131.31;"Wotan";"Wollt ihr mich höhnen? Hütet euch, Freche!"
1132.735;1135.8375;"Wotan";"Ich weiß, Brünnhilde bergt ihr vor mir."
1137.15;1142.17;"Wotan";"Weichet von ihr, der ewig Verworfnen,"
1142.4675;1148.41;"Wotan";"wie ihren Wert von sich sie warf!"
1152.8925;1158.39802;"Rossweisse";"Zu uns floh die Verfolgte;"
1157.41;1161.35;"Siegrune";"Unsren Schutz flehte sie an;"
1157.41;1162.915;"Grimgerde";"Unsren Schutz flehte sie an;"
1157.41;1160.815;"Schwertleite";"Unsren Schutz flehte sie an;"
1160.28;1166.875;"Rossweisse";"unsren Schutz flehte sie an:"
1161.885;1169.31;"Waltraute";"Mit Furcht und Zagen faßt sie dein Zorn:"
1162.42;1174.61788;"Siegrune";"Furcht und Zagen faßt die Verfolgte."
1163.41;1177.06125;"Schwertleite";"Mit Furcht und Zagen faßt sie dein Zürnen:"
1165.9;1176.105;"Grimgerde";"Mit Furcht und Zagen faßt sie dein Zürnen:"
1168.3;1177.5225;"Ortlinde";"Vater, hör uns flehn!"
1168.805;1177.5225;"Rossweisse";"für die bange Schwester bitten wir nun;"
1169.815;1177.5225;"Waltraute";"für die bange Schwester bitten wir nun,"
1177.06125;1185.03;"Grimgerde";"für die Bange bitten wir dich!"
1179.515833333;1185.03;"Schwertleite";"für die Bange bitten wir dich!"
1177.5225;1185.03;"Waltraute";"daß den ersten Zorn du bezähmst."
1178.980416667;1185.03;"Rossweisse";"daß den ersten Zorn du bezähmst."
1170.32;1185.03;"Gerhilde";"Laß dich erweichen, laß dich erweichen!"
1172.5;1185.03;"Helmwige";"Laß dich erweichen, für sie, zähme deinen Zorn!"
1178.445;1183.675;"Ortlinde";"Laß dich erweichen!"
1185.92;1189.0125;"Wotan";"Weichherziges Weibergezücht!"
1189.96;1194.134897959;"Wotan";"So matten Mut gewannt ihr von mir?"
1194.821071428;1198.386142857;"Wotan";"Erzog ich euch kühn, zum Kampfe zu ziehn,"
1198.6;1200.22;"Wotan";"schuf ich die Herzen"
1200.22;1202.275;"Wotan";"euch hart und scharf,"
1202.275;1206.16;"Wotan";"daß ihr Wilden nun weint und greint,"
1206.455;1211.235;"Wotan";"wenn mein Grimm eine Treulose straft?"
1218.481388889;1222.6415625;"Wotan";"So wißt denn, Winselnde, was die verbrach,"
1222.6415625;1226.95;"Wotan";"um die euch Zagen die Zähre entbrennt!"
1228.42;1231.03738;"Wotan";"Keine wie sie"
1231.04;1234.52;"Wotan";"kannte mein innerstes Sinnen!"
1242.26;1244.93732;"Wotan";"Keine wie sie"
1244.94;1248.14;"Wotan";"wußte den Quell meines Willens!"
1255.029166667;1257.905;"Wotan";"Sie selbst war"
1257.905;1261.59;"Wotan";"meines Wunsches schaffender Schoß:"
1265.45;1270.1275;"Wotan";"und so nun brach sie den seligen Bund,"
1270.40125;1274.445;"Wotan";"daß treulos sie meinem Willen getrotzt,"
1274.7175;1278.895;"Wotan";"mein herrschend Gebot offen verhöhnt,"
1279.0859;1282.6;"Wotan";"gegen mich die Waffe gewandt,"
1282.81912;1287.345;"Wotan";"die mein Wunsch allein ihr schuf."
1293.52;1301.52;"Wotan";"Hörst du’s, Brünnhilde? Du, der ich Brünne,"
1302.1;1306.695272108;"Wotan";"Helm und Wehr, Wonne und Huld,"
1307.027029478;1312.33;"Wotan";"Namen und Leben verlieh?"
1313.68;1321.155;"Wotan";"Hörst du mich Klage erheben,"
1321.5075;1325.89;"Wotan";"und birgst dich bang dem Kläger,"
1326.505;1331.31;"Wotan";"daß feig du der Straf’ entflöh’st?"
1372.655;1383.053333333;"Brünnhilde";"Hier bin ich, Vater gebiete die Strafe!"
1388.77;1392.735;"Wotan";"Nicht straf’ ich dich erst;"
1393.27;1396.6475;"Wotan";"deine Strafe schufst du dir selbst."
1397.39375;1401.09;"Wotan";"Durch meinen Willen warst du allein:"
1401.525;1405.0825;"Wotan";"gegen mich doch hast du gewollt;"
1406.9625;1411.18;"Wotan";"meine Befehle nur führtest du aus:"
1411.65;1415.661875;"Wotan";"gegen mich doch hast du befohlen;"
1418.02;1422.57774;"Wotan";"Wunschmaid warst du mir:"
1422.73272;1425.48;"Wotan";"gegen mich doch hast du gewünscht;"
1426.54;1431.036347999;"Wotan";"Schildmaid warst du mir:"
1431.196477333;1434.05;"Wotan";"gegen mich doch hobst du den Schild;"
1435.16;1439.517595;"Wotan";"Loskieserin warst du mir:"
1439.67604;1442.47;"Wotan";"gegen mich doch kiestest du Lose;"
1443.54;1448.09776;"Wotan";"Heldenreizerin warst du mir:"
1448.270426667;1451.276666667;"Wotan";"gegen mich doch reiztest du Helden."
1463.62;1471.477435;"Wotan";"Was sonst du warst, sagte dir Wotan:"
1472.03;1479.39;"Wotan";"was jetzt du bist, das sage dir selbst!"
1480.66;1485.43734;"Wotan";"Wunschmaid bist du nicht mehr;"
1486.42;1491.9175;"Wotan";"Walküre bist du gewesen:"
1493.95;1501.291269841;"Wotan";"nun sei fortan, was so du noch bist!"
1506.155;1510.840574286;"Brünnhilde";"Du verstößest mich; versteh’ ich den Sinn?"
1511.821428571;1520.04;"Wotan";"Nicht send’ ich dich mehr aus Walhall;"
1520.54;1528.79725;"Wotan";"nicht weis’ ich dir mehr Helden zur Wal,"
1528.79725;1533.475459184;"Wotan";"nicht führst du mehr Sieger"
1533.475459184;1538.37768;"Wotan";"in meinen Saal:"
1539.33;1547.94;"Wotan";"bei der Götter trautem Mahle"
1548.44;1556.2;"Wotan";"das Trinkhorn nicht reichst du traulich mir mehr;"
1556.79;1565.056938775;"Wotan";"nicht kos’ ich dir mehr den kindischen Mund;"
1565.575408163;1574.14;"Wotan";"von göttlicher Schar bist du geschieden,"
1574.74;1582.52;"Wotan";"ausgestoßen aus der Ewigen Stamm;"
1583.435;1589.21;"Wotan";"gebrochen ist unser Bund;"
1590.855;1601.73;"Wotan";"aus meinem Angesicht bist du verbannt!"
1602.26;1606.921785714;"Helmwige, Gerhilde, Ortlinde, Waltraute, Siegrune, Rossweisse, Grimgerde und Schwertleite";"Wehe! Weh’!"
1607.16;1612.29;"Helmwige, Gerhilde, Ortlinde, Waltraute, Siegrune, Rossweisse, Grimgerde und Schwertleite";"Schwester! ach Schwester!"
1611.82;1617.04;"Brünnhilde";"Nimmst du mir alles, was einst du gabst?"
1617.04;1622.375;"Wotan";"Der dich zwingt, wird dir’s entziehn!"
1624.22;1630.45;"Wotan";"Hieher auf den Berg banne ich dich;"
1630.905;1638.5;"Wotan";"in wehrlosen Schlaf schließ’ ich dich fest;"
1639.13;1643.46;"Wotan";"der Mann dann fange die Maid,"
1643.91816;1648.855;"Wotan";"der am Wege sie findet und weckt."
1649.8925;1650.82;"Waltraute";"Halt ein!"
1650.64;1651.36;"Ortlinde, Grimgerde und Schwertleite";"O Vater!"
1651.36;1653.7925;"Helmwige, Gerhilde, Rossweisse und Siegrune";"Halt ein den Fluch!"
1652.23375;1653.38815;"Ortlinde und Waltraute";"Halt ein!"
1656.215;1658.33828;"Helmwige und Ortlinde";"Halt ein!"
1656.215;1657.91;"Gerhilde und Waltraute";"O Vater!"
1652.9275;1656.215;"Grimgerde und Schwertleite";"Soll die Maid verblühn und verbleichen dem Mann?"
1656.215;1659.585;"Siegrune und Rossweisse";"Soll die Maid verblühn und verbleichen dem Mann?"
1659.585;1662.78;"Gerhilde und Waltraute";"Soll die Maid verblühn und verbleichen dem Mann?"
1659.585;1662.38;"Schwertleite";"Soll die Maid verblühn und verbleichen?"
1658.34;1661.57842;"Helmwige";"Hör unser Fleh’n!"
1658.34;1661.98;"Ortlinde";"Hör unser Fleh’n!"
1660;1663.61;"Rossweisse";"Schrecklicher Vater!"
1664.685;1669.51;"Gerhilde";"Du schrecklicher, schrecklicher Gott!"
