14	12	14	12a	23	23	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	98
14	12	14	12a	24	24	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	99
14	12	14	12a	23	23	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	100
14	12	14	12a	24	24	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	101
15	13	15	13a	25	25	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	102								6
15	13	15	13a	51/2	51/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	103								6
15	13	15	13a	103/4	103/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	104								6
15	13	15	13a	26	26	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	105								6
15	13	15	13a	53/2	53/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	106
15	13	15	13a	25	25	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	107
15	13	15	13a	26	26	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	108
15	13	15	13a	25	25	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	109
15	13	15	13a	26	26	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	110
16	14	16	14a	27	27	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	111								7
16	14	16	14a	28	28	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	112								7
16	14	16	14a	57/2	57/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	113								7
16	14	16	14a	27	27	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	114
16	14	16	14a	28	28	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	115
16	14	16	14a	57/2	57/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	116
16	14	16	14a	27	27	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	117
16	14	16	14a	28	28	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	118
17	15	17	15a	29	29	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	119								7
17	15	17	15a	59/2	59/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	120								7
17	15	17	15a	30	30	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	121								7
17	15	17	15a	61/2	61/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	122								7
17	15	17	15a	29	29	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	123
17	15	17	15a	59/2	59/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	124
17	15	17	15a	30	30	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	125
17	15	17	15a	61/2	61/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	126
17	15	17	15a	29	29	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	127
17	15	17	15a	30	30	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	128
18	16	18	16a	31	31	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	129								7
18	16	18	16a	63/2	63/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	130								7
18	16	18	16a	32	32	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	131								7
18	16	18	16a	65/2	65/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	132
18	16	18	16a	31	31	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	133
18	16	18	16a	63/2	63/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	134
18	16	18	16a	32	32	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	135
18	16	18	16a	65/2	65/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	136
18	16	18	16a	31	31	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	137
19	17	19	17a	33	33	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	138
19	17	19	17a	34	34	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	139
19	17	19	17a	69/2	69/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	140
19	17	19	17a	139/4	139/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	141
19	17	19	17a	67/2	67/2	1.5		1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	142
19	17	19	17a	34	34	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	143
19	17	19	17a	33	33	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	144
20	18	20	18a	35	35	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	145		articStaccatoAbove
20	18	20	18a	71/2	71/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	146		articStaccatoAbove
20	18	20	18a	36	36	0.75		1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	147
20	18	20	18a	147/4	147/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	148
20	18	20	18a	295/8	295/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	149
20	18	20	18a	35	35	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	150
20	18	20	18a	71/2	71/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	151
20	18	20	18a	36	36	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	152
20	18	20	18a	35	35	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	153
20	18	20	18a	36	36	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	154
21	19	21	19a	37	37	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	155
21	19	21	19a	37	37	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	156
21	19	21	19a	37	37	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	157
12	10	22	19a	38	20	0.5		0	1/4	Chord	2/4	1	1	1/8		1/8	1	81								5
12	10	22	19a	77/2	41/2	0.5		1/8	3/8	Chord	2/4	1	1	1/8		1/8	1	82								5
12	10	22	19a	38	20	1.0		0	1/4	Chord	2/4	1	2	1/4		1/4	1	83
12	10	22	19a	38	20	1.0		0	1/4	Chord	2/4	2	1	1/4		1/4	1	84
13	11	23	11b	39	21	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	85								5
13	11	23	11b	79/2	43/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	86								5
13	11	23	11b	159/4	87/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	87								5
13	11	23	11b	40	22	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	88								5
13	11	23	11b	81/2	45/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	89								5
13	11	23	11b	39	21	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	90
13	11	23	11b	40	22	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	91
13	11	23	11b	39	21	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	92
13	11	23	11b	40	22	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	93
14	12	24	12b	41	23	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	94								5
14	12	24	12b	83/2	47/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	95
14	12	24	12b	42	24	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	96								6
14	12	24	12b	85/2	49/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	97								6
14	12	24	12b	41	23	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	98
14	12	24	12b	42	24	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	99
14	12	24	12b	41	23	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	100
14	12	24	12b	42	24	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	101
15	13	25	13b	43	25	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	102								6
15	13	25	13b	87/2	51/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	103								6
15	13	25	13b	175/4	103/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	104								6
15	13	25	13b	44	26	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	105								6
15	13	25	13b	89/2	53/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	106
15	13	25	13b	43	25	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	107
15	13	25	13b	44	26	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	108
15	13	25	13b	43	25	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	109
15	13	25	13b	44	26	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	110
16	14	26	14b	45	27	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	111								7
16	14	26	14b	46	28	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	112								7
16	14	26	14b	93/2	57/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	113								7
16	14	26	14b	45	27	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	114
16	14	26	14b	46	28	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	115
16	14	26	14b	93/2	57/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	116
16	14	26	14b	45	27	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	117
16	14	26	14b	46	28	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	118
17	15	27	15b	47	29	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	119								7
17	15	27	15b	95/2	59/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	120								7
17	15	27	15b	48	30	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	121								7
17	15	27	15b	97/2	61/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	122								7
17	15	27	15b	47	29	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	123
17	15	27	15b	95/2	59/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	124
17	15	27	15b	48	30	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	125
17	15	27	15b	97/2	61/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	126
17	15	27	15b	47	29	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	127
17	15	27	15b	48	30	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	128
18	16	28	16b	49	31	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	129								7
18	16	28	16b	99/2	63/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	130								7
18	16	28	16b	50	32	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	131								7
18	16	28	16b	101/2	65/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	132
18	16	28	16b	49	31	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	133
18	16	28	16b	99/2	63/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	134
18	16	28	16b	50	32	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	135
18	16	28	16b	101/2	65/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	136
18	16	28	16b	49	31	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	137
19	17	29	17b	51	33	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	138
19	17	29	17b	52	34	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	139
19	17	29	17b	105/2	69/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	140
19	17	29	17b	211/4	139/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	141
19	17	29	17b	103/2	67/2	1.5		1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	142
19	17	29	17b	52	34	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	143
19	17	29	17b	51	33	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	144
20	18	30	18b	53	35	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	145		articStaccatoAbove
20	18	30	18b	107/2	71/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	146		articStaccatoAbove
20	18	30	18b	54	36	0.75		1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	147
20	18	30	18b	219/4	147/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	148
20	18	30	18b	439/8	295/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	149
20	18	30	18b	53	35	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	150
20	18	30	18b	107/2	71/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	151
20	18	30	18b	54	36	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	152
20	18	30	18b	53	35	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	153
20	18	30	18b	54	36	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	154
21	19	31	19b	55	37	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	155
21	19	31	19b	55	37	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	156
21	19	31	19b	55	37	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	157
22	19	32	19b	56	38	0.0		0	1/4	SystemText	2/4	1	1	0								Var. I
22	19	32	19b	225/4	153/4	0.25		1/16	5/16	Chord	2/4	1	1	1/16		1/16	1	158
22	19	32	19b	113/2	77/2	0.5		1/8	3/8	Chord	2/4	1	1	1/8		1/8	1	159
22	19	32	19b	56	38	1.0		0	1/4	Chord	2/4	2	1	1/4		1/4	1	160
23	20	33	20a	57	39	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	161
23	20	33	20a	229/4	157/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	162
23	20	33	20a	115/2	79/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	163
23	20	33	20a	58	40	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	164
23	20	33	20a	233/4	161/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	165
23	20	33	20a	117/2	81/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	166
23	20	33	20a	57	39	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	167
23	20	33	20a	58	40	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	168
24	21	34	21a	59	41	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	169
24	21	34	21a	237/4	165/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	170
24	21	34	21a	119/2	83/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	171
24	21	34	21a	60	42	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	172
24	21	34	21a	241/4	169/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	173
24	21	34	21a	121/2	85/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	174
24	21	34	21a	59	41	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	175
24	21	34	21a	60	42	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	176
25	22	35	22a	61	43	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	177								8
25	22	35	22a	489/8	345/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	178								8
25	22	35	22a	245/4	173/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	179								8
25	22	35	22a	491/8	347/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	180								8
25	22	35	22a	123/2	87/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	181								8
25	22	35	22a	493/8	349/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	182								8
25	22	35	22a	247/4	175/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	183								8
25	22	35	22a	495/8	351/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	184								8
25	22	35	22a	62	44	0.08333333333333333		1/4	1/4	Chord	2/4	1	1	1/48		1/32	2/3	185								8
25	22	35	22a	745/12	529/12	0.08333333333333333		13/48	13/48	Chord	2/4	1	1	1/48		1/32	2/3	186								8
25	22	35	22a	373/6	265/6	0.08333333333333333		7/24	7/24	Chord	2/4	1	1	1/48		1/32	2/3	187								8
25	22	35	22a	249/4	177/4	0.08333333333333333		5/16	5/16	Chord	2/4	1	1	1/48		1/32	2/3	188								8
25	22	35	22a	187/3	133/3	0.08333333333333333		1/3	1/3	Chord	2/4	1	1	1/48		1/32	2/3	189								8
25	22	35	22a	749/12	533/12	0.08333333333333333		17/48	17/48	Chord	2/4	1	1	1/48		1/32	2/3	190								8
25	22	35	22a	125/2	89/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	191								8
25	22	35	22a	501/8	357/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	192								8
25	22	35	22a	251/4	179/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	193								8
25	22	35	22a	503/8	359/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	194
