mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	0	1	0a	0	0	0.0		0	5/4	Tempo	12/8	1	1	0				𝅘𝅥. =25	38.0	𝅘𝅥. 	25.0	0.0
3	2	3	2a	8	8	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	28
3	2	3	2a	7	7	0.25		0	0	Chord	12/8	2	1	1/16	1/16	1	29
3	2	3	2a	29/4	29/4	0.25		1/16	1/16	Chord	12/8	2	1	1/16	1/16	1	30
3	2	3	2a	15/2	15/2	0.25		1/8	1/8	Chord	12/8	2	1	1/16	1/16	1	31
3	2	3	2a	31/4	31/4	0.25		3/16	3/16	Chord	12/8	2	1	1/16	1/16	1	32
3	2	3	2a	8	8	0.25		1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	33
3	2	3	2a	7	7	0.5		0	0	Chord	12/8	3	1	1/8	1/8	1	34
3	2	3	2a	15/2	15/2	0.5		1/8	1/8	Chord	12/8	3	1	1/8	1/8	1	35
3	2	3	2a	7	7	0.25		0	0	Chord	12/8	4	1	1/16	1/16	1	36
3	2	3	2a	29/4	29/4	0.25		1/16	1/16	Chord	12/8	4	1	1/16	1/16	1	37
3	2	3	2a	15/2	15/2	0.25		1/8	1/8	Chord	12/8	4	1	1/16	1/16	1	38
1	0	4	2a	8	0	0.0		0	5/4	Tempo	12/8	1	1	0				𝅘𝅥. =25	38.0	𝅘𝅥. 	25.0	0.0
1	0	4	2a	8	0	0.21428571428571427		0	5/4	Chord	12/8	1	1	3/56	1/8	3/7	0
1	0	4	2a	115/14	3/14	0.21428571428571427		3/56	73/56	Chord	12/8	1	1	3/56	1/8	3/7	1
1	0	4	2a	59/7	3/7	0.21428571428571427		3/28	19/14	Chord	12/8	1	1	3/56	1/8	3/7	2
1	0	4	2a	121/14	9/14	0.21428571428571427		9/56	79/56	Chord	12/8	1	1	3/56	1/8	3/7	3
1	0	4	2a	62/7	6/7	0.21428571428571427		3/14	41/28	Chord	12/8	1	1	3/56	1/8	3/7	4
1	0	4	2a	127/14	15/14	0.21428571428571427		15/56	85/56	Chord	12/8	1	1	3/56	1/8	3/7	5
1	0	4	2a	65/7	9/7	0.21428571428571427		9/28	11/7	Chord	12/8	1	1	3/56	1/8	3/7	6
1	0	4	2a	8	0	0.25		0	5/4	Chord	12/8	2	1	1/16	1/16	1	7
1	0	4	2a	33/4	1/4	0.25		1/16	21/16	Chord	12/8	2	1	1/16	1/16	1	8
1	0	4	2a	17/2	1/2	0.25		1/8	11/8	Chord	12/8	2	1	1/16	1/16	1	9
1	0	4	2a	35/4	3/4	0.25		3/16	23/16	Chord	12/8	2	1	1/16	1/16	1	10
1	0	4	2a	9	1	0.25		1/4	3/2	Chord	12/8	2	1	1/16	1/16	1	11
1	0	4	2a	8	0	0.25		0	5/4	Chord	12/8	3	1	1/16	1/16	1	12
1	0	4	2a	33/4	1/4	0.25		1/16	21/16	Chord	12/8	3	1	1/16	1/16	1	13
1	0	4	2a	17/2	1/2	0.25		1/8	11/8	Chord	12/8	3	1	1/16	1/16	1	14
1	0	4	2a	35/4	3/4	0.25		3/16	23/16	Chord	12/8	3	1	1/16	1/16	1	15
1	0	4	2a	8	0	0.15		0	5/4	Chord	12/8	4	1	3/80	1/16	3/5	16
1	0	4	2a	163/20	3/20	0.15		3/80	103/80	Chord	12/8	4	1	3/80	1/16	3/5	17
1	0	4	2a	83/10	3/10	0.15		3/40	53/40	Chord	12/8	4	1	3/80	1/16	3/5	18
1	0	4	2a	169/20	9/20	0.15		9/80	109/80	Chord	12/8	4	1	3/80	1/16	3/5	19
1	0	4	2a	43/5	3/5	0.15		3/20	7/5	Chord	12/8	4	1	3/80	1/16	3/5	20
2	1	5	1b	9	1	6.0		0	0	Chord	12/8	1	1	3/2	1	3/2	21
2	1	5	1b	9	1	3.0		0	0	Chord	12/8	2	1	3/4	1/2	3/2	22
2	1	5	1b	12	4	2.0		3/4	3/4	Chord	12/8	2	1	1/2	1/2	1	23
2	1	5	1b	9	1	4.0		0	0	Chord	12/8	3	1	1	1	1	24
2	1	5	1b	9	1	3.0		0	0	Chord	12/8	4	1	3/4	1/2	3/2	25
3	2	6	2b	15	7	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	26
3	2	6	2b	31/2	15/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	27
3	2	6	2b	16	8	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	28
3	2	6	2b	15	7	0.25		0	0	Chord	12/8	2	1	1/16	1/16	1	29
3	2	6	2b	61/4	29/4	0.25		1/16	1/16	Chord	12/8	2	1	1/16	1/16	1	30
3	2	6	2b	31/2	15/2	0.25		1/8	1/8	Chord	12/8	2	1	1/16	1/16	1	31
3	2	6	2b	63/4	31/4	0.25		3/16	3/16	Chord	12/8	2	1	1/16	1/16	1	32
3	2	6	2b	16	8	0.25		1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	33
3	2	6	2b	15	7	0.5		0	0	Chord	12/8	3	1	1/8	1/8	1	34
3	2	6	2b	31/2	15/2	0.5		1/8	1/8	Chord	12/8	3	1	1/8	1/8	1	35
3	2	6	2b	15	7	0.25		0	0	Chord	12/8	4	1	1/16	1/16	1	36
3	2	6	2b	61/4	29/4	0.25		1/16	1/16	Chord	12/8	4	1	1/16	1/16	1	37
3	2	6	2b	31/2	15/2	0.25		1/8	1/8	Chord	12/8	4	1	1/16	1/16	1	38
4	2	7	2b	16	8	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	39
4	2	7	2b	33/2	17/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	40
4	2	7	2b	17	9	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	41
4	2	7	2b	16	8	0.5		0	0	Chord	12/8	2	1	1/8	1/8	1	42
4	2	7	2b	33/2	17/2	0.5		1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	43
4	2	7	2b	17	9	0.25		1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	44
4	2	7	2b	16	8	0.5		0	0	Chord	12/8	3	1	1/8	1/8	1	45
4	2	7	2b	33/2	17/2	0.5		1/8	1/8	Chord	12/8	3	1	1/8	1/8	1	46
4	2	7	2b	16	8	0.75		0	0	Chord	12/8	4	1	3/16	1/8	3/2	47
5	2	8	2b	17	9	0.5	1	0	0	Chord	12/8	1	1	1/8	1/8	1	48
5	2	8	2b	35/2	19/2	0.5	1	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	49
5	2	8	2b	18	10	0.5	1	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	50
5	2	8	2b	37/2	21/2	0.5	1	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	51
5	2	8	2b	19	11	0.5	1	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	52
5	2	8	2b	39/2	23/2	0.5	1	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	53
5	2	8	2b	17	9	0.25	1	0	0	Chord	12/8	2	1	1/16	1/16	1	54
5	2	8	2b	69/4	37/4	0.5	1	1/16	1/16	Chord	12/8	2	1	1/8	1/8	1	55
5	2	8	2b	71/4	39/4	0.5	1	3/16	3/16	Chord	12/8	2	1	1/8	1/8	1	56
5	2	8	2b	73/4	41/4	0.5	1	5/16	5/16	Chord	12/8	2	1	1/8	1/8	1	57
5	2	8	2b	75/4	43/4	0.5	1	7/16	7/16	Chord	12/8	2	1	1/8	1/8	1	58
5	2	8	2b	77/4	45/4	0.25	1	9/16	9/16	Chord	12/8	2	1	1/16	1/16	1	59
5	2	8	2b	17	9	0.5	1	0	0	Chord	12/8	3	1	1/8	1/8	1	60
5	2	8	2b	35/2	19/2	0.5	1	1/8	1/8	Chord	12/8	3	1	1/8	1/8	1	61
5	2	8	2b	18	10	0.5	1	1/4	1/4	Chord	12/8	3	1	1/8	1/8	1	62
5	2	8	2b	37/2	21/2	0.5	1	3/8	3/8	Chord	12/8	3	1	1/8	1/8	1	63
5	2	8	2b	17	9	0.5	1	0	0	Chord	12/8	4	1	1/8	1/8	1	64
5	2	8	2b	35/2	19/2	0.5	1	1/8	1/8	Chord	12/8	4	1	1/8	1/8	1	65
5	2	8	2b	18	10	0.5	1	1/4	1/4	Chord	12/8	4	1	1/8	1/8	1	66
4	2	9	2b	19	8	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	39
4	2	9	2b	39/2	17/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	40
4	2	9	2b	20	9	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	41
4	2	9	2b	19	8	0.5		0	0	Chord	12/8	2	1	1/8	1/8	1	42
4	2	9	2b	39/2	17/2	0.5		1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	43
4	2	9	2b	20	9	0.25		1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	44
4	2	9	2b	19	8	0.5		0	0	Chord	12/8	3	1	1/8	1/8	1	45
4	2	9	2b	39/2	17/2	0.5		1/8	1/8	Chord	12/8	3	1	1/8	1/8	1	46
4	2	9	2b	19	8	0.75		0	0	Chord	12/8	4	1	3/16	1/8	3/2	47
6	2	10	2b	20	11	0.5	2	0	0	Chord	12/8	1	1	1/8	1/8	1	67
6	2	10	2b	41/2	23/2	0.5	2	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	68
6	2	10	2b	21	12	0.5	2	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	69
6	2	10	2b	20	11	0.5	2	0	0	Chord	12/8	2	1	1/8	1/8	1	70
6	2	10	2b	41/2	23/2	0.5	2	1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	71
6	2	10	2b	21	12	0.25	2	1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	72
6	2	10	2b	20	11	0.5	2	0	0	Chord	12/8	3	1	1/8	1/8	1	73
6	2	10	2b	41/2	23/2	0.5	2	1/8	1/8	Chord	12/8	3	1	1/8	1/8	1	74
6	2	10	2b	20	11	0.75	2	0	0	Chord	12/8	4	1	3/16	1/8	3/2	75
8	4	11	4a	21	14	1.0		0	0	Chord	12/8	1	1	1/4	1/4	1	88
8	4	11	4a	22	15	1.0		1/4	1/4	Chord	12/8	1	1	1/4	1/4	1	89
8	4	11	4a	23	16	1.0		1/2	1/2	Chord	12/8	1	1	1/4	1/4	1	90
8	4	11	4a	24	17	1.0		3/4	3/4	Chord	12/8	1	1	1/4	1/4	1	91
8	4	11	4a	25	18	1.0		1	1	Chord	12/8	1	1	1/4	1/4	1	92
8	4	11	4a	26	19	1.0		5/4	5/4	Chord	12/8	1	1	1/4	1/4	1	93
8	4	11	4a	21	14	1.0		0	0	Chord	12/8	2	1	1/4	1/4	1	94
8	4	11	4a	22	15	1.0		1/4	1/4	Chord	12/8	2	1	1/4	1/4	1	95
8	4	11	4a	23	16	1.0		1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	96
8	4	11	4a	24	17	1.0		3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	97
8	4	11	4a	25	18	1.0		1	1	Chord	12/8	2	1	1/4	1/4	1	98
8	4	11	4a	21	14	1.0		0	0	Chord	12/8	3	1	1/4	1/4	1	99
8	4	11	4a	22	15	1.0		1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	100
8	4	11	4a	23	16	1.0		1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	101
8	4	11	4a	24	17	1.0		3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	102
8	4	11	4a	21	14	1.0		0	0	Chord	12/8	4	1	1/4	1/4	1	103
8	4	11	4a	22	15	1.0		1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	104
8	4	11	4a	23	16	1.0		1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	105
9	5	12	5a	27	20	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	106
9	5	12	5a	55/2	41/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	107
9	5	12	5a	28	21	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	108
9	5	12	5a	57/2	43/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	109
9	5	12	5a	29	22	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	110
9	5	12	5a	59/2	45/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	111
9	5	12	5a	30	23	0.5		3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	112
9	5	12	5a	61/2	47/2	0.5		7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	113
9	5	12	5a	31	24	0.5		1	1	Chord	12/8	1	1	1/8	1/8	1	114
9	5	12	5a	63/2	49/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	115
9	5	12	5a	32	25	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	116
9	5	12	5a	65/2	51/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	117
9	5	12	5a	27	20	1.0		0	0	Chord	12/8	2	1	1/4	1/4	1	118
9	5	12	5a	28	21	1.0		1/4	1/4	Chord	12/8	2	1	1/4	1/4	1	119
9	5	12	5a	29	22	1.0		1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	120
9	5	12	5a	30	23	1.0		3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	121
9	5	12	5a	31	24	1.0		1	1	Chord	12/8	2	1	1/4	1/4	1	122
9	5	12	5a	27	20	0.5		0	0	Chord	12/8	3	1	1/8	1/8	1	123
9	5	12	5a	55/2	41/2	0.5		1/8	1/8	Chord	12/8	3	1	1/8	1/8	1	124
9	5	12	5a	28	21	0.5		1/4	1/4	Chord	12/8	3	1	1/8	1/8	1	125
9	5	12	5a	57/2	43/2	0.5		3/8	3/8	Chord	12/8	3	1	1/8	1/8	1	126
9	5	12	5a	29	22	0.5		1/2	1/2	Chord	12/8	3	1	1/8	1/8	1	127
9	5	12	5a	59/2	45/2	0.5		5/8	5/8	Chord	12/8	3	1	1/8	1/8	1	128
9	5	12	5a	30	23	0.5		3/4	3/4	Chord	12/8	3	1	1/8	1/8	1	129
9	5	12	5a	61/2	47/2	0.5		7/8	7/8	Chord	12/8	3	1	1/8	1/8	1	130
9	5	12	5a	27	20	1.5		0	0	Chord	12/8	4	1	3/8	1/4	3/2	131
9	5	12	5a	57/2	43/2	1.5		3/8	3/8	Chord	12/8	4	1	3/8	1/4	3/2	132
9	5	13	5a	33	20	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	106
9	5	13	5a	67/2	41/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	107
9	5	13	5a	34	21	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	108
9	5	13	5a	69/2	43/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	109
9	5	13	5a	35	22	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	110
9	5	13	5a	71/2	45/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	111
9	5	13	5a	36	23	0.5		3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	112
9	5	13	5a	73/2	47/2	0.5		7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	113
9	5	13	5a	37	24	0.5		1	1	Chord	12/8	1	1	1/8	1/8	1	114
9	5	13	5a	75/2	49/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	115
9	5	13	5a	38	25	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	116
9	5	13	5a	77/2	51/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	117
9	5	13	5a	33	20	1.0		0	0	Chord	12/8	2	1	1/4	1/4	1	118
9	5	13	5a	34	21	1.0		1/4	1/4	Chord	12/8	2	1	1/4	1/4	1	119
9	5	13	5a	35	22	1.0		1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	120
9	5	13	5a	36	23	1.0		3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	121
9	5	13	5a	37	24	1.0		1	1	Chord	12/8	2	1	1/4	1/4	1	122
9	5	13	5a	33	20	0.5		0	0	Chord	12/8	3	1	1/8	1/8	1	123
9	5	13	5a	67/2	41/2	0.5		1/8	1/8	Chord	12/8	3	1	1/8	1/8	1	124
9	5	13	5a	34	21	0.5		1/4	1/4	Chord	12/8	3	1	1/8	1/8	1	125
9	5	13	5a	69/2	43/2	0.5		3/8	3/8	Chord	12/8	3	1	1/8	1/8	1	126
9	5	13	5a	35	22	0.5		1/2	1/2	Chord	12/8	3	1	1/8	1/8	1	127
9	5	13	5a	71/2	45/2	0.5		5/8	5/8	Chord	12/8	3	1	1/8	1/8	1	128
9	5	13	5a	36	23	0.5		3/4	3/4	Chord	12/8	3	1	1/8	1/8	1	129
9	5	13	5a	73/2	47/2	0.5		7/8	7/8	Chord	12/8	3	1	1/8	1/8	1	130
9	5	13	5a	33	20	1.5		0	0	Chord	12/8	4	1	3/8	1/4	3/2	131
9	5	13	5a	69/2	43/2	1.5		3/8	3/8	Chord	12/8	4	1	3/8	1/4	3/2	132
10	6	14	6a	39	26	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	133
10	6	14	6a	79/2	53/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	134
10	6	14	6a	40	27	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	135
10	6	14	6a	81/2	55/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	136
10	6	14	6a	41	28	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	137
10	6	14	6a	83/2	57/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	138
10	6	14	6a	42	29	0.5		3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	139
10	6	14	6a	85/2	59/2	0.5		7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	140
10	6	14	6a	43	30	0.5		1	1	Chord	12/8	1	1	1/8	1/8	1	141
10	6	14	6a	87/2	61/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	142
10	6	14	6a	44	31	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	143
10	6	14	6a	89/2	63/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	144
10	6	14	6a	39	26	1.0		0	0	Chord	12/8	2	1	1/4	1/4	1	145
10	6	14	6a	40	27	1.0		1/4	1/4	Chord	12/8	2	1	1/4	1/4	1	146
10	6	14	6a	41	28	1.0		1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	147
10	6	14	6a	42	29	1.0		3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	148
10	6	14	6a	43	30	1.0		1	1	Chord	12/8	2	1	1/4	1/4	1	149
10	6	14	6a	39	26	0.5		0	0	Chord	12/8	3	1	1/8	1/8	1	150
10	6	14	6a	79/2	53/2	0.5		1/8	1/8	Chord	12/8	3	1	1/8	1/8	1	151
10	6	14	6a	40	27	0.5		1/4	1/4	Chord	12/8	3	1	1/8	1/8	1	152
10	6	14	6a	81/2	55/2	0.5		3/8	3/8	Chord	12/8	3	1	1/8	1/8	1	153
10	6	14	6a	41	28	0.5		1/2	1/2	Chord	12/8	3	1	1/8	1/8	1	154
10	6	14	6a	83/2	57/2	0.5		5/8	5/8	Chord	12/8	3	1	1/8	1/8	1	155
10	6	14	6a	42	29	0.5		3/4	3/4	Chord	12/8	3	1	1/8	1/8	1	156
10	6	14	6a	85/2	59/2	0.5		7/8	7/8	Chord	12/8	3	1	1/8	1/8	1	157
10	6	14	6a	39	26	3.0		0	0	Chord	12/8	4	1	3/4	1/2	3/2	158
10	6	15	6a	45	26	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	133
10	6	15	6a	91/2	53/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	134
10	6	15	6a	46	27	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	135
10	6	15	6a	93/2	55/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	136
10	6	15	6a	47	28	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	137
10	6	15	6a	95/2	57/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	138
10	6	15	6a	48	29	0.5		3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	139
10	6	15	6a	97/2	59/2	0.5		7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	140
10	6	15	6a	49	30	0.5		1	1	Chord	12/8	1	1	1/8	1/8	1	141
10	6	15	6a	99/2	61/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	142
10	6	15	6a	50	31	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	143
10	6	15	6a	101/2	63/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	144
10	6	15	6a	45	26	1.0		0	0	Chord	12/8	2	1	1/4	1/4	1	145
10	6	15	6a	46	27	1.0		1/4	1/4	Chord	12/8	2	1	1/4	1/4	1	146
10	6	15	6a	47	28	1.0		1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	147
10	6	15	6a	48	29	1.0		3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	148
10	6	15	6a	49	30	1.0		1	1	Chord	12/8	2	1	1/4	1/4	1	149
10	6	15	6a	45	26	0.5		0	0	Chord	12/8	3	1	1/8	1/8	1	150
10	6	15	6a	91/2	53/2	0.5		1/8	1/8	Chord	12/8	3	1	1/8	1/8	1	151
10	6	15	6a	46	27	0.5		1/4	1/4	Chord	12/8	3	1	1/8	1/8	1	152
10	6	15	6a	93/2	55/2	0.5		3/8	3/8	Chord	12/8	3	1	1/8	1/8	1	153
10	6	15	6a	47	28	0.5		1/2	1/2	Chord	12/8	3	1	1/8	1/8	1	154
10	6	15	6a	95/2	57/2	0.5		5/8	5/8	Chord	12/8	3	1	1/8	1/8	1	155
10	6	15	6a	48	29	0.5		3/4	3/4	Chord	12/8	3	1	1/8	1/8	1	156
10	6	15	6a	97/2	59/2	0.5		7/8	7/8	Chord	12/8	3	1	1/8	1/8	1	157
10	6	15	6a	45	26	3.0		0	0	Chord	12/8	4	1	3/4	1/2	3/2	158
11	7	16	7a	51	32	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	159
11	7	16	7a	103/2	65/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	160
11	7	16	7a	52	33	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	161
11	7	16	7a	105/2	67/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	162
11	7	16	7a	53	34	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	163
11	7	16	7a	107/2	69/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	164
11	7	16	7a	54	35	0.5		3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	165
11	7	16	7a	109/2	71/2	0.5		7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	166
11	7	16	7a	55	36	0.5		1	1	Chord	12/8	1	1	1/8	1/8	1	167
11	7	16	7a	111/2	73/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	168
11	7	16	7a	56	37	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	169
11	7	16	7a	113/2	75/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	170
11	7	16	7a	51	32	1.0		0	0	Chord	12/8	2	1	1/4	1/4	1	171
11	7	16	7a	52	33	1.0		1/4	1/4	Chord	12/8	2	1	1/4	1/4	1	172
11	7	16	7a	53	34	1.0		1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	173
11	7	16	7a	54	35	1.0		3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	174
11	7	16	7a	55	36	1.0		1	1	Chord	12/8	2	1	1/4	1/4	1	175
11	7	16	7a	51	32	0.5		0	0	Chord	12/8	3	1	1/8	1/8	1	176
11	7	16	7a	103/2	65/2	0.5		1/8	1/8	Chord	12/8	3	1	1/8	1/8	1	177
11	7	16	7a	52	33	0.5		1/4	1/4	Chord	12/8	3	1	1/8	1/8	1	178
