mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
5	5	13/2	13/2	0.25	0	0	2/4	1	1	1/16		1/16	1		3	69	A4	4	68
5	5	27/4	27/4	0.5	1/16	1/16	2/4	2	1	1/8		1/8	1		5	47	B2	2	86
5	5	27/4	27/4	0.25	1/16	1/16	2/4	1	3	1/16		1/16	1		4	64	E4	4	78
5	5	27/4	27/4	0.25	1/16	1/16	2/4	1	1	1/16		1/16	1		8	68	G#4	4	69
5	5	7	7	0.25	1/8	1/8	2/4	1	3	1/16		1/16	1		8	56	G#3	3	79
5	5	7	7	0.25	1/8	1/8	2/4	1	1	1/16		1/16	1		9	63	D#4	4	70
5	5	29/4	29/4	0.25	3/16	3/16	2/4	2	1	1/16		1/16	1		5	47	B2	2	87
5	5	29/4	29/4	0.25	3/16	3/16	2/4	1	3	1/16		1/16	1		5	59	B3	3	80
5	5	29/4	29/4	0.25	3/16	3/16	2/4	1	1	1/16		1/16	1		4	64	E4	4	71
5	5	15/2	15/2	0.25	1/4	1/4	2/4	2	1	1/16		1/16	1		5	35	B1	1	88
5	5	15/2	15/2	1.0	1/4	1/4	2/4	2	3	1/4		1/4	1		5	35	B1	1	92
5	5	15/2	15/2	0.25	1/4	1/4	2/4	1	3	1/16		1/16	1		3	57	A3	3	81
5	5	15/2	15/2	0.25	1/4	1/4	2/4	1	2	1/16		1/16	1		7	61	C#4	4	73
5	5	15/2	15/2	1.0	1/4	1/4	2/4	1	1	1/4		1/4	1	1	6	66	F#4	4	72
5	5	31/4	31/4	0.5	5/16	5/16	2/4	2	1	1/8		1/8	1		5	47	B2	2	89
5	5	31/4	31/4	0.25	5/16	5/16	2/4	1	3	1/16		1/16	1		5	59	B3	3	82
5	5	31/4	31/4	0.25	5/16	5/16	2/4	1	2	1/16		1/16	1		9	63	D#4	4	74
5	5	8	8	0.25	3/8	3/8	2/4	1	3	1/16		1/16	1		3	57	A3	3	83
5	5	8	8	0.25	3/8	3/8	2/4	1	2	1/16		1/16	1		7	61	C#4	4	75
5	5	33/4	33/4	0.25	7/16	7/16	2/4	2	1	1/16		1/16	1		5	47	B2	2	90
5	5	33/4	33/4	0.25	7/16	7/16	2/4	1	3	1/16		1/16	1		5	59	B3	3	84
5	5	33/4	33/4	0.25	7/16	7/16	2/4	1	2	1/16		1/16	1		9	63	D#4	4	76
6	6	17/2	17/2	0.25	0	0	2/4	2	1	1/16		1/16	1		5	35	B1	1	110
6	6	17/2	17/2	1.0	0	0	2/4	2	3	1/4		1/4	1		5	35	B1	1	116
6	6	17/2	17/2	0.25	0	0	2/4	1	3	1/16		1/16	1		3	57	A3	3	102
6	6	17/2	17/2	0.25	0	0	2/4	1	2	1/16		1/16	1		7	61	C#4	4	98
6	6	17/2	17/2	0.25	0	0	2/4	1	1	1/16		1/16	1	-1	6	66	F#4	4	93
6	6	35/4	35/4	0.5	1/16	1/16	2/4	2	1	1/8		1/8	1		5	47	B2	2	111
6	6	35/4	35/4	0.25	1/16	1/16	2/4	1	3	1/16		1/16	1		5	59	B3	3	103
6	6	35/4	35/4	0.25	1/16	1/16	2/4	1	2	1/16		1/16	1		9	63	D#4	4	99
6	6	35/4	35/4	0.25	1/16	1/16	2/4	1	1	1/16		1/16	1		8	68	G#4	4	94
6	6	9	9	0.25	1/8	1/8	2/4	1	3	1/16		1/16	1		3	57	A3	3	104
6	6	9	9	0.25	1/8	1/8	2/4	1	2	1/16		1/16	1		7	61	C#4	4	100
6	6	9	9	0.25	1/8	1/8	2/4	1	1	1/16		1/16	1		8	68	G#4	4	95
6	6	37/4	37/4	0.25	3/16	3/16	2/4	2	1	1/16		1/16	1		5	47	B2	2	112
6	6	37/4	37/4	0.25	3/16	3/16	2/4	1	3	1/16		1/16	1		5	59	B3	3	105
6	6	37/4	37/4	0.25	3/16	3/16	2/4	1	2	1/16		1/16	1		9	63	D#4	4	101
6	6	37/4	37/4	0.25	3/16	3/16	2/4	1	1	1/16		1/16	1		6	66	F#4	4	96
6	6	19/2	19/2	0.25	1/4	1/4	2/4	2	1	1/16		1/16	1		4	40	E2	2	113
6	6	19/2	19/2	1.0	1/4	1/4	2/4	2	3	1/4		1/4	1		4	40	E2	2	117
6	6	19/2	19/2	0.25	1/4	1/4	2/4	1	3	1/16		1/16	1		8	56	G#3	3	106
6	6	19/2	19/2	1.0	1/4	1/4	2/4	1	1	1/4		1/4	1		4	64	E4	4	97
6	6	39/4	39/4	0.5	5/16	5/16	2/4	2	1	1/8		1/8	1		5	47	B2	2	114
6	6	39/4	39/4	0.25	5/16	5/16	2/4	1	3	1/16		1/16	1		5	59	B3	3	107
6	6	10	10	0.25	3/8	3/8	2/4	1	3	1/16		1/16	1		8	56	G#3	3	108
6	6	41/4	41/4	0.25	7/16	7/16	2/4	2	1	1/16		1/16	1		5	47	B2	2	115
6	6	41/4	41/4	0.25	7/16	7/16	2/4	1	3	1/16		1/16	1		5	59	B3	3	109
7	7	21/2	21/2	0.25	0	0	2/4	2	1	1/16		1/16	1		4	40	E2	2	134
7	7	21/2	21/2	1.0	0	0	2/4	2	3	1/4		1/4	1		4	40	E2	2	140
7	7	21/2	21/2	0.25	0	0	2/4	1	3	1/16		1/16	1		2	62	D4	4	126
7	7	21/2	21/2	0.25	0	0	2/4	1	1	1/16		1/16	1		8	68	G#4	4	118
7	7	43/4	43/4	0.5	1/16	1/16	2/4	2	1	1/8		1/8	1		4	52	E3	3	135
7	7	43/4	43/4	0.25	1/16	1/16	2/4	1	3	1/16		1/16	1		4	64	E4	4	127
7	7	43/4	43/4	0.25	1/16	1/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	119
7	7	11	11	0.25	1/8	1/8	2/4	1	3	1/16		1/16	1		2	62	D4	4	128
7	7	11	11	0.25	1/8	1/8	2/4	1	1	1/16		1/16	1		6	66	F#4	4	120
7	7	45/4	45/4	0.25	3/16	3/16	2/4	2	1	1/16		1/16	1		4	52	E3	3	136
7	7	45/4	45/4	0.25	3/16	3/16	2/4	1	3	1/16		1/16	1		4	64	E4	4	129
7	7	45/4	45/4	0.25	3/16	3/16	2/4	1	1	1/16		1/16	1		8	68	G#4	4	121
7	7	23/2	23/2	0.25	1/4	1/4	2/4	2	1	1/16		1/16	1		3	45	A2	2	137
7	7	23/2	23/2	1.0	1/4	1/4	2/4	2	3	1/4		1/4	1		3	45	A2	2	141
7	7	23/2	23/2	0.25	1/4	1/4	2/4	1	3	1/16		1/16	1		7	61	C#4	4	130
7	7	23/2	23/2	0.25	1/4	1/4	2/4	1	1	1/16		1/16	1		3	69	A4	4	122
7	7	47/4	47/4	0.5	5/16	5/16	2/4	2	1	1/8		1/8	1		4	52	E3	3	138
7	7	47/4	47/4	0.25	5/16	5/16	2/4	1	3	1/16		1/16	1		4	64	E4	4	131
7	7	47/4	47/4	0.25	5/16	5/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	123
7	7	12	12	0.25	3/8	3/8	2/4	1	3	1/16		1/16	1		7	61	C#4	4	132
7	7	12	12	0.25	3/8	3/8	2/4	1	1	1/16		1/16	1		8	68	G#4	4	124
7	7	49/4	49/4	0.25	7/16	7/16	2/4	2	1	1/16		1/16	1		4	52	E3	3	139
7	7	49/4	49/4	0.25	7/16	7/16	2/4	1	3	1/16		1/16	1		4	64	E4	4	133
7	7	49/4	49/4	0.25	7/16	7/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	125
8	8	25/2	25/2	0.25	0	0	2/4	2	1	1/16		1/16	1		3	45	A2	2	155
8	8	25/2	25/2	1.0	0	0	2/4	2	3	1/4		1/4	1		3	45	A2	2	161
8	8	25/2	25/2	0.25	0	0	2/4	1	3	1/16		1/16	1		7	61	C#4	4	147
8	8	25/2	25/2	0.5	0	0	2/4	1	1	1/8		1/8	1		7	73	C#5	5	142
8	8	51/4	51/4	0.5	1/16	1/16	2/4	2	1	1/8		1/8	1		6	54	F#3	3	156
8	8	51/4	51/4	0.25	1/16	1/16	2/4	1	3	1/16		1/16	1		4	64	E4	4	148
8	8	13	13	0.25	1/8	1/8	2/4	1	3	1/16		1/16	1		7	61	C#4	4	149
8	8	13	13	1.0	1/8	1/8	2/4	1	1	1/4		1/4	1		6	66	F#4	4	143
8	8	53/4	53/4	0.25	3/16	3/16	2/4	2	1	1/16		1/16	1		6	54	F#3	3	157
8	8	53/4	53/4	0.25	3/16	3/16	2/4	1	3	1/16		1/16	1		4	64	E4	4	150
8	8	27/2	27/2	0.25	1/4	1/4	2/4	2	1	1/16		1/16	1		5	47	B2	2	158
8	8	27/2	27/2	1.0	1/4	1/4	2/4	2	3	1/4		1/4	1		5	47	B2	2	162
8	8	27/2	27/2	0.25	1/4	1/4	2/4	1	3	1/16		1/16	1		5	59	B3	3	151
8	8	55/4	55/4	0.5	5/16	5/16	2/4	2	1	1/8		1/8	1		6	54	F#3	3	159
8	8	55/4	55/4	0.25	5/16	5/16	2/4	1	3	1/16		1/16	1		4	64	E4	4	152
8	8	14	14	0.0	3/8	3/8	2/4	1	1	0	acciaccatura	1/8	1		10	70	A#4	4	144
8	8	14	14	0.25	3/8	3/8	2/4	1	3	1/16		1/16	1		5	59	B3	3	153
8	8	14	14	0.25	3/8	3/8	2/4	1	1	1/16		1/16	1		8	68	G#4	4	145
8	8	57/4	57/4	0.25	7/16	7/16	2/4	2	1	1/16		1/16	1		6	54	F#3	3	160
8	8	57/4	57/4	0.25	7/16	7/16	2/4	1	3	1/16		1/16	1		4	64	E4	4	154
8	8	57/4	57/4	0.25	7/16	7/16	2/4	1	1	1/16		1/16	1	1	6	66	F#4	4	146
9	9	29/2	29/2	0.25	0	0	2/4	2	1	1/16		1/16	1		7	49	C#3	3	177
9	9	29/2	29/2	1.0	0	0	2/4	2	3	1/4		1/4	1		7	49	C#3	3	183
9	9	29/2	29/2	0.25	0	0	2/4	1	3	1/16		1/16	1		10	58	A#3	3	169
9	9	29/2	29/2	0.5	0	0	2/4	1	1	1/8		1/8	1	-1	6	66	F#4	4	163
9	9	59/4	59/4	0.5	1/16	1/16	2/4	2	1	1/8		1/8	1		6	54	F#3	3	178
9	9	59/4	59/4	0.25	1/16	1/16	2/4	1	3	1/16		1/16	1		4	64	E4	4	170
9	9	15	15	0.0	1/8	1/8	2/4	1	1	0	acciaccatura	1/8	1		10	70	A#4	4	164
9	9	15	15	0.25	1/8	1/8	2/4	1	3	1/16		1/16	1		10	58	A#3	3	171
9	9	15	15	0.25	1/8	1/8	2/4	1	1	1/16		1/16	1		8	68	G#4	4	165
9	9	61/4	61/4	0.25	3/16	3/16	2/4	2	1	1/16		1/16	1		6	54	F#3	3	179
9	9	61/4	61/4	0.25	3/16	3/16	2/4	1	3	1/16		1/16	1		4	64	E4	4	172
9	9	61/4	61/4	0.25	3/16	3/16	2/4	1	1	1/16		1/16	1		6	66	F#4	4	166
9	9	31/2	31/2	0.25	1/4	1/4	2/4	2	1	1/16		1/16	1		5	47	B2	2	180
9	9	31/2	31/2	1.0	1/4	1/4	2/4	2	3	1/4		1/4	1		5	47	B2	2	184
9	9	31/2	31/2	0.25	1/4	1/4	2/4	1	3	1/16		1/16	1		3	57	A3	3	173
9	9	31/2	31/2	1.0	1/4	1/4	2/4	1	2	1/4		1/4	1		9	63	D#4	4	168
9	9	31/2	31/2	1.0	1/4	1/4	2/4	1	1	1/4		1/4	1		5	71	B4	4	167
9	9	63/4	63/4	0.5	5/16	5/16	2/4	2	1	1/8		1/8	1		6	54	F#3	3	181
9	9	63/4	63/4	0.25	5/16	5/16	2/4	1	3	1/16		1/16	1		5	59	B3	3	174
9	9	16	16	0.25	3/8	3/8	2/4	1	3	1/16		1/16	1		3	57	A3	3	175
9	9	65/4	65/4	0.25	7/16	7/16	2/4	2	1	1/16		1/16	1		6	54	F#3	3	182
9	9	65/4	65/4	0.25	7/16	7/16	2/4	1	3	1/16		1/16	1		5	59	B3	3	176
10	10	33/2	33/2	0.25	0	0	2/4	2	1	1/16		1/16	1		4	40	E2	2	199
10	10	33/2	33/2	1.0	0	0	2/4	2	3	1/4		1/4	1		4	40	E2	2	205
10	10	33/2	33/2	0.25	0	0	2/4	1	3	1/16		1/16	1		8	56	G#3	3	191
10	10	33/2	33/2	0.5	0	0	2/4	1	2	1/8		1/8	1		4	64	E4	4	189
10	10	33/2	33/2	0.5	0	0	2/4	1	1	1/8		1/8	1		8	68	G#4	4	185
10	10	67/4	67/4	0.5	1/16	1/16	2/4	2	1	1/8		1/8	1		5	47	B2	2	200
10	10	67/4	67/4	0.25	1/16	1/16	2/4	1	3	1/16		1/16	1		5	59	B3	3	192
10	10	17	17	0.25	1/8	1/8	2/4	1	3	1/16		1/16	1		8	56	G#3	3	193
10	10	17	17	0.25	1/8	1/8	2/4	1	1	1/16		1/16	1		9	63	D#4	4	186
10	10	69/4	69/4	0.25	3/16	3/16	2/4	2	1	1/16		1/16	1		5	47	B2	2	201
10	10	69/4	69/4	0.25	3/16	3/16	2/4	1	3	1/16		1/16	1		5	59	B3	3	194
10	10	69/4	69/4	0.25	3/16	3/16	2/4	1	1	1/16		1/16	1		4	64	E4	4	187
10	10	35/2	35/2	0.25	1/4	1/4	2/4	2	1	1/16		1/16	1		5	35	B1	1	202
10	10	35/2	35/2	1.0	1/4	1/4	2/4	2	3	1/4		1/4	1		5	35	B1	1	206
10	10	35/2	35/2	0.25	1/4	1/4	2/4	1	3	1/16		1/16	1		3	57	A3	3	195
10	10	35/2	35/2	1.0	1/4	1/4	2/4	1	2	1/4		1/4	1	1	9	63	D#4	4	190
10	10	35/2	35/2	1.0	1/4	1/4	2/4	1	1	1/4		1/4	1	1	6	66	F#4	4	188
10	10	71/4	71/4	0.5	5/16	5/16	2/4	2	1	1/8		1/8	1		5	47	B2	2	203
10	10	71/4	71/4	0.25	5/16	5/16	2/4	1	3	1/16		1/16	1		5	59	B3	3	196
10	10	18	18	0.25	3/8	3/8	2/4	1	3	1/16		1/16	1		3	57	A3	3	197
10	10	73/4	73/4	0.25	7/16	7/16	2/4	2	1	1/16		1/16	1		5	47	B2	2	204
10	10	73/4	73/4	0.25	7/16	7/16	2/4	1	3	1/16		1/16	1		5	59	B3	3	198
11	11	37/2	37/2	0.25	0	0	2/4	2	1	1/16		1/16	1		5	35	B1	1	223
11	11	37/2	37/2	1.0	0	0	2/4	2	3	1/4		1/4	1		5	35	B1	1	229
11	11	37/2	37/2	0.25	0	0	2/4	1	3	1/16		1/16	1		3	57	A3	3	215
11	11	37/2	37/2	0.5	0	0	2/4	1	2	1/8		1/8	1	-1	9	63	D#4	4	212
11	11	37/2	37/2	0.25	0	0	2/4	1	1	1/16		1/16	1	-1	6	66	F#4	4	207
11	11	75/4	75/4	0.5	1/16	1/16	2/4	2	1	1/8		1/8	1		5	47	B2	2	224
11	11	75/4	75/4	0.25	1/16	1/16	2/4	1	3	1/16		1/16	1		5	59	B3	3	216
11	11	75/4	75/4	0.25	1/16	1/16	2/4	1	1	1/16		1/16	1		8	68	G#4	4	208
11	11	19	19	0.25	1/8	1/8	2/4	1	3	1/16		1/16	1		3	57	A3	3	217
11	11	19	19	0.5	1/8	1/8	2/4	1	2	1/8		1/8	1		9	63	D#4	4	213
11	11	19	19	0.25	1/8	1/8	2/4	1	1	1/16		1/16	1		8	68	G#4	4	209
11	11	77/4	77/4	0.25	3/16	3/16	2/4	2	1	1/16		1/16	1		5	47	B2	2	225
11	11	77/4	77/4	0.25	3/16	3/16	2/4	1	3	1/16		1/16	1		5	59	B3	3	218
11	11	77/4	77/4	0.25	3/16	3/16	2/4	1	1	1/16		1/16	1		6	66	F#4	4	210
11	11	39/2	39/2	0.25	1/4	1/4	2/4	2	1	1/16		1/16	1		4	40	E2	2	226
11	11	39/2	39/2	1.0	1/4	1/4	2/4	2	3	1/4		1/4	1		4	40	E2	2	230
11	11	39/2	39/2	0.25	1/4	1/4	2/4	1	3	1/16		1/16	1		8	56	G#3	3	219
11	11	39/2	39/2	1.0	1/4	1/4	2/4	1	2	1/4		1/4	1		4	64	E4	4	214
11	11	39/2	39/2	1.0	1/4	1/4	2/4	1	1	1/4		1/4	1	1	8	68	G#4	4	211
11	11	79/4	79/4	0.5	5/16	5/16	2/4	2	1	1/8		1/8	1		5	47	B2	2	227
11	11	79/4	79/4	0.25	5/16	5/16	2/4	1	3	1/16		1/16	1		5	59	B3	3	220
11	11	20	20	0.25	3/8	3/8	2/4	1	3	1/16		1/16	1		8	56	G#3	3	221
11	11	81/4	81/4	0.25	7/16	7/16	2/4	2	1	1/16		1/16	1		5	47	B2	2	228
11	11	81/4	81/4	0.25	7/16	7/16	2/4	1	3	1/16		1/16	1		5	59	B3	3	222
12	12	41/2	41/2	0.25	0	0	2/4	2	1	1/16		1/16	1		4	40	E2	2	245
12	12	41/2	41/2	1.0	0	0	2/4	2	3	1/4		1/4	1		4	40	E2	2	251
12	12	41/2	41/2	0.25	0	0	2/4	1	3	1/16		1/16	1		8	56	G#3	3	237
12	12	41/2	41/2	0.25	0	0	2/4	1	1	1/16		1/16	1	-1	8	68	G#4	4	231
12	12	83/4	83/4	0.5	1/16	1/16	2/4	2	1	1/8		1/8	1		5	47	B2	2	246
12	12	83/4	83/4	0.25	1/16	1/16	2/4	1	3	1/16		1/16	1		4	64	E4	4	238
12	12	83/4	83/4	0.25	1/16	1/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	232
12	12	21	21	0.25	1/8	1/8	2/4	1	3	1/16		1/16	1		5	59	B3	3	239
12	12	21	21	0.25	1/8	1/8	2/4	1	1	1/16		1/16	1		3	69	A4	4	233
12	12	85/4	85/4	0.25	3/16	3/16	2/4	2	1	1/16		1/16	1		5	47	B2	2	247
12	12	85/4	85/4	0.25	3/16	3/16	2/4	1	3	1/16		1/16	1		4	64	E4	4	240
12	12	85/4	85/4	0.25	3/16	3/16	2/4	1	1	1/16		1/16	1		8	68	G#4	4	234
12	12	43/2	43/2	0.25	1/4	1/4	2/4	2	1	1/16		1/16	1		5	35	B1	1	248
12	12	43/2	43/2	1.0	1/4	1/4	2/4	2	3	1/4		1/4	1		5	35	B1	1	252
12	12	43/2	43/2	0.25	1/4	1/4	2/4	1	3	1/16		1/16	1		9	63	D#4	4	241
12	12	43/2	43/2	0.75	1/4	1/4	2/4	1	1	3/16		1/8	3/2		7	73	C#5	5	235
12	12	87/4	87/4	0.5	5/16	5/16	2/4	2	1	1/8		1/8	1		5	47	B2	2	249
12	12	87/4	87/4	0.25	5/16	5/16	2/4	1	3	1/16		1/16	1		3	69	A4	4	242
12	12	22	22	0.25	3/8	3/8	2/4	1	3	1/16		1/16	1		5	59	B3	3	243
12	12	89/4	89/4	0.25	7/16	7/16	2/4	2	1	1/16		1/16	1		5	47	B2	2	250
12	12	89/4	89/4	0.25	7/16	7/16	2/4	1	3	1/16		1/16	1		9	63	D#4	4	244
12	12	89/4	89/4	0.25	7/16	7/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	236
13	13	45/2	45/2	0.25	0	0	2/4	2	1	1/16		1/16	1		4	40	E2	2	270
13	13	45/2	45/2	1.0	0	0	2/4	2	3	1/4		1/4	1		4	40	E2	2	276
13	13	45/2	45/2	0.25	0	0	2/4	1	3	1/16		1/16	1		5	59	B3	3	262
13	13	45/2	45/2	0.25	0	0	2/4	1	1	1/16		1/16	1		3	69	A4	4	253
13	13	91/4	91/4	0.5	1/16	1/16	2/4	2	1	1/8		1/8	1		5	47	B2	2	271
13	13	91/4	91/4	0.25	1/16	1/16	2/4	1	3	1/16		1/16	1		4	64	E4	4	263
13	13	91/4	91/4	0.25	1/16	1/16	2/4	1	1	1/16		1/16	1		8	68	G#4	4	254
13	13	23	23	0.25	1/8	1/8	2/4	1	3	1/16		1/16	1		8	56	G#3	3	264
13	13	23	23	0.25	1/8	1/8	2/4	1	1	1/16		1/16	1		9	63	D#4	4	255
13	13	93/4	93/4	0.25	3/16	3/16	2/4	2	1	1/16		1/16	1		5	47	B2	2	272
13	13	93/4	93/4	0.25	3/16	3/16	2/4	1	3	1/16		1/16	1		5	59	B3	3	265
13	13	93/4	93/4	0.25	3/16	3/16	2/4	1	1	1/16		1/16	1		4	64	E4	4	256
