start;end;pitch;pitchclass
10.505;10.705;78;6
10.505;10.805;54;6
10.805;10.905;66;6
10.905;10.955;83;11
10.905;11.165;59;11
10.955;11.005;85;1
11.005;11.055;86;2
11.055;11.165;88;4
11.165;11.265;90;6
11.265;11.385;91;7
11.385;11.485;90;6
11.485;11.585;91;7
11.585;11.745;90;6
11.745;11.845;91;7
11.845;11.945;90;6
11.845;12.145;47;11
11.945;12.045;91;7
12.045;12.145;90;6
12.145;12.245;91;7
12.145;12.245;59;11
12.245;12.345;90;6
12.245;12.445;54;6
12.345;12.445;91;7
12.445;12.645;90;6
12.445;12.745;54;6
12.745;12.845;66;6
12.845;12.895;71;11
12.845;13.045;59;11
12.895;12.945;73;1
12.945;12.995;74;2
12.995;13.045;76;4
13.045;13.145;78;6
13.145;13.245;79;7
13.245;13.345;78;6
13.345;13.445;79;7
13.445;13.56;78;6
13.56;13.665;79;7
13.665;13.765;78;6
13.665;13.965;47;11
13.765;13.865;79;7
13.865;13.965;78;6
13.965;14.065;79;7
13.965;14.065;59;11
14.065;14.165;78;6
14.065;14.265;54;6
14.165;14.265;79;7
14.265;14.465;78;6
14.265;14.565;54;6
14.565;14.665;66;6
14.665;14.865;59;11
14.865;15.465;66;6
14.965;15.065;78;6
15.065;15.165;90;6
15.165;15.265;86;2
15.265;15.365;83;11
15.365;15.465;78;6
15.465;15.765;47;11
15.565;15.665;74;2
15.665;15.765;86;2
15.765;15.865;83;11
15.765;15.865;59;11
15.865;15.965;78;6
15.865;16.145;54;6
15.965;16.145;74;2
16.145;16.445;54;6
16.245;16.345;71;11
16.345;16.445;83;11
16.445;16.545;78;6
16.445;16.545;66;6
16.545;16.645;74;2
16.545;16.745;59;11
16.645;16.745;71;11
16.745;17.345;66;6
16.845;16.945;78;6
16.945;17.045;90;6
17.045;17.145;86;2
17.145;17.245;83;11
17.245;17.345;78;6
17.345;17.645;47;11
17.445;17.545;74;2
17.545;17.645;86;2
17.645;17.745;83;11
17.645;17.745;59;11
17.745;17.845;78;6
17.745;17.945;54;6
17.845;17.945;74;2
17.945;18.245;54;6
18.045;18.145;71;11
18.145;18.245;83;11
18.245;18.345;78;6
18.245;18.345;66;6
18.345;18.445;74;2
18.345;18.545;59;11
18.445;18.545;71;11
18.545;19.145;66;6
18.645;18.745;78;6
18.745;18.845;90;6
18.845;18.945;86;2
18.945;19.045;83;11
19.045;19.145;78;6
19.145;19.445;47;11
19.245;19.345;74;2
19.345;19.445;86;2
19.445;19.545;83;11
19.445;19.545;59;11
19.545;19.645;78;6
19.545;19.745;54;6
19.645;19.745;74;2
19.745;20.125;54;6
19.925;20.025;71;11
20.025;20.125;83;11
20.125;20.245;78;6
20.125;20.245;66;6
20.245;20.345;74;2
20.245;20.445;59;11
20.345;20.445;71;11
20.445;21.125;66;6
20.545;20.645;78;6
20.645;20.745;90;6
20.745;20.875;86;2
20.875;21.025;83;11
21.025;21.125;78;6
21.125;21.465;47;11
21.225;21.325;74;2
21.325;21.465;86;2
21.465;21.565;83;11
21.465;21.565;59;11
21.565;21.665;78;6
21.565;21.765;54;6
21.665;21.765;74;2
21.765;21.965;66;6
21.865;21.965;71;11
21.965;22.085;83;11
22.085;22.185;78;6
22.185;22.285;74;2
22.185;22.385;54;6
22.285;22.385;71;11
22.385;22.685;59;11
22.485;22.585;74;2
22.585;22.685;86;2
22.685;22.785;83;11
22.685;22.785;54;6
22.785;22.885;78;6
22.785;22.985;59;11
22.885;22.985;74;2
22.985;23.585;62;2
23.085;23.185;71;11
23.185;23.285;83;11
23.285;23.385;78;6
23.385;23.485;74;2
23.485;23.585;71;11
23.585;24.245;59;11
23.745;23.845;66;6
23.845;23.945;78;6
23.945;24.045;74;2
24.045;24.145;71;11
24.145;24.245;66;6
24.245;24.545;62;2
24.345;24.445;78;6
24.445;24.545;90;6
24.545;24.645;86;2
24.545;24.645;59;11
24.645;24.745;83;11
24.645;24.845;62;2
24.745;24.845;78;6
24.845;25.605;66;6
24.945;25.045;74;2
25.045;25.145;86;2
25.145;25.405;83;11
25.405;25.505;78;6
25.505;25.605;74;2
25.605;26.225;62;2
25.705;25.805;71;11
25.805;25.905;83;11
25.905;26.005;78;6
26.005;26.105;74;2
26.105;26.225;71;11
26.225;26.545;66;6
26.325;26.445;81;9
26.445;26.545;93;9
26.545;26.645;90;6
26.545;26.645;62;2
26.645;26.745;86;2
26.645;26.845;66;6
26.745;26.845;81;9
26.845;27.445;69;9
26.945;27.045;78;6
27.045;27.145;90;6
27.145;27.245;86;2
27.245;27.345;81;9
27.345;27.445;78;6
27.445;28.045;57;9
27.545;27.645;76;4
27.645;27.745;88;4
27.745;27.845;85;1
27.845;27.945;81;9
27.945;28.045;76;4
28.045;28.345;62;2
28.145;28.245;81;9
28.245;28.345;93;9
28.345;28.445;90;6
28.345;28.445;57;9
28.445;28.545;86;2
28.445;28.645;62;2
28.545;28.645;81;9
28.645;29.985;66;6
28.745;28.845;78;6
28.845;28.945;90;6
28.945;29.09;86;2
29.09;29.205;81;9
29.205;29.385;78;6
29.485;29.585;74;2
29.585;29.685;86;2
29.685;29.785;81;9
29.785;29.885;78;6
29.885;29.985;74;2
29.985;30.605;69;9
30.085;30.185;81;9
30.185;30.285;93;9
30.285;30.4;90;6
30.4;30.505;86;2
30.505;30.605;81;9
30.605;30.905;50;2
30.705;30.805;78;6
30.805;30.905;90;6
30.905;31.005;86;2
30.905;31.005;62;2
31.005;31.105;81;9
31.005;31.205;57;9
31.105;31.205;78;6
31.205;31.505;57;9
31.305;31.405;74;2
31.405;31.505;86;2
31.505;31.605;81;9
31.505;31.605;69;9
31.605;31.725;78;6
31.605;31.965;62;2
31.725;31.965;74;2
31.965;32.565;69;9
32.065;32.165;81;9
32.165;32.265;93;9
32.265;32.365;90;6
32.365;32.465;86;2
32.465;32.565;81;9
32.565;32.865;50;2
32.665;32.765;78;6
32.765;32.865;90;6
32.865;32.965;86;2
32.865;32.965;62;2
32.965;33.065;81;9
32.965;33.165;57;9
33.065;33.165;78;6
33.165;33.445;57;9
33.265;33.358;74;2
33.358;33.445;86;2
33.445;33.545;81;9
33.445;33.545;69;9
33.545;33.645;78;6
33.545;33.745;62;2
33.645;33.745;74;2
33.745;34.345;69;9
33.845;33.945;81;9
33.945;34.045;93;9
34.045;34.145;90;6
34.145;34.245;86;2
34.245;34.345;81;9
34.345;34.69;50;2
34.445;34.545;78;6
34.545;34.69;90;6
34.69;34.805;86;2
34.69;34.805;62;2
34.805;34.905;81;9
34.805;35.005;57;9
34.905;35.005;78;6
35.005;35.205;69;9
35.105;35.205;74;2
35.205;35.405;86;2
35.405;35.525;81;9
35.525;35.625;78;6
35.525;35.725;57;9
35.625;35.725;74;2
35.725;36.025;62;2
35.825;35.925;78;6
35.925;36.025;90;6
36.025;36.125;86;2
36.025;36.125;57;9
36.125;36.225;81;9
36.125;36.325;62;2
36.225;36.325;78;6
36.325;36.965;66;6
36.425;36.525;74;2
36.525;36.625;86;2
36.625;36.745;81;9
36.745;36.865;78;6
36.865;36.965;74;2
36.965;37.645;62;2
37.065;37.165;69;9
37.165;37.285;81;9
37.285;37.445;78;6
37.445;37.545;74;2
37.545;37.645;69;9
37.645;37.945;66;6
37.745;37.845;81;9
37.845;37.945;93;9
37.945;38.045;90;6
37.945;38.045;62;2
38.045;38.225;86;2
38.045;38.325;66;6
38.225;38.325;81;9
38.325;38.925;69;9
38.425;38.525;78;6
38.525;38.625;90;6
38.625;38.725;86;2
38.725;38.825;81;9
38.825;38.925;78;6
38.925;39.585;66;6
39.025;39.125;74;2
39.125;39.24;86;2
39.24;39.345;81;9
39.345;39.445;78;6
39.445;39.585;74;2
39.585;39.885;69;9
39.685;39.785;85;1
39.785;39.885;97;1
39.885;39.985;93;9
39.885;39.985;66;6
39.985;40.085;90;6
39.985;40.185;69;9
40.085;40.185;85;1
40.185;40.785;73;1
40.285;40.385;81;9
40.385;40.485;93;9
40.485;40.585;90;6
40.585;40.685;85;1
40.685;40.785;81;9
40.785;41.405;61;1
40.905;41.005;80;8
41.005;41.105;92;8
41.105;41.205;89;5
41.205;41.305;85;1
41.305;41.405;80;8
41.405;41.705;66;6
41.505;41.605;78;6
41.605;41.705;90;6
41.705;41.805;85;1
41.705;41.805;61;1
41.805;41.905;82;10
41.805;42.005;66;6
41.905;42.005;78;6
42.005;42.605;70;10
42.105;42.205;73;1
42.205;42.305;85;1
42.305;42.405;82;10
42.405;42.505;78;6
42.505;42.605;73;1
42.605;43.045;54;6
42.705;42.845;70;10
42.845;43.045;82;10
43.045;43.185;78;6
43.045;43.185;66;6
43.185;43.285;73;1
43.185;43.385;61;1
43.285;43.385;70;10
43.385;44.025;66;6
43.385;44.025;70;10
43.52;43.625;78;6
43.625;43.725;90;6
43.725;43.825;85;1
43.825;43.925;82;10
43.925;44.025;78;6
44.025;44.325;42;6
44.125;44.225;73;1
44.225;44.325;85;1
44.325;44.425;82;10
44.325;44.425;61;1
44.425;44.525;78;6
44.425;44.625;54;6
44.525;44.625;73;1
44.625;44.945;54;6
44.745;44.845;70;10
44.845;44.945;82;10
44.945;45.085;78;6
44.945;45.085;66;6
45.085;45.185;73;1
45.085;45.285;61;1
45.185;45.285;70;10
45.285;45.945;66;6
45.285;45.945;70;10
45.385;45.485;78;6
45.485;45.585;90;6
45.585;45.745;85;1
45.745;45.845;82;10
45.845;45.945;78;6
45.945;46.245;42;6
46.045;46.145;73;1
46.145;46.245;85;1
46.245;46.36;82;10
46.245;46.36;61;1
46.36;46.465;78;6
46.36;46.565;54;6
46.465;46.565;73;1
46.565;46.865;54;6
46.665;46.765;70;10
46.765;46.865;82;10
46.865;46.965;78;6
46.865;46.965;66;6
46.965;47.065;73;1
46.965;47.165;61;1
47.065;47.165;70;10
47.165;47.805;66;6
47.165;47.805;70;10
47.265;47.365;78;6
47.365;47.465;90;6
47.465;47.595;85;1
47.595;47.705;82;10
47.705;47.805;78;6
47.805;48.125;42;6
47.905;48.005;73;1
48.005;48.125;85;1
48.125;48.285;82;10
48.125;48.285;61;1
48.285;48.415;78;6
48.285;48.525;54;6
48.415;48.525;73;1
48.525;48.725;66;6
48.625;48.725;70;10
48.725;48.825;82;10
48.825;48.925;78;6
48.925;49.025;73;1
48.925;49.125;54;6
49.025;49.125;70;10
49.125;49.425;55;7
49.225;49.325;76;4
49.325;49.425;88;4
49.425;49.525;83;11
49.425;49.525;52;4
49.525;49.625;79;7
49.525;49.725;55;7
49.625;49.725;76;4
49.725;50.665;59;11
49.965;50.065;74;2
50.065;50.165;86;2
50.165;50.265;83;11
50.265;50.365;78;6
50.365;50.465;74;2
50.565;50.665;71;11
50.665;50.765;83;11
50.765;50.945;78;6
50.945;51.045;74;2
50.945;51.145;66;6
51.045;51.145;71;11
51.145;51.445;67;7
51.245;51.345;76;4
51.345;51.445;88;4
51.445;51.545;83;11
51.445;51.545;64;4
51.545;51.645;79;7
51.545;51.745;67;7
51.645;51.745;76;4
51.745;52.665;71;11
51.96;52.065;74;2
52.065;52.165;86;2
52.165;52.265;83;11
52.265;52.365;78;6
52.365;52.465;74;2
52.565;52.665;71;11
52.665;52.765;83;11
52.765;52.865;78;6
52.865;52.965;74;2
52.865;53.065;54;6
52.865;53.065;66;6
52.965;53.065;71;11
53.065;53.365;55;7
53.065;53.365;67;7
53.165;53.265;76;4
53.265;53.365;88;4
53.365;53.465;83;11
53.365;53.465;52;4
53.365;53.465;64;4
53.465;53.565;79;7
53.465;53.68;55;7
53.465;53.68;67;7
53.565;53.68;76;4
53.68;54.285;60;0
53.68;54.285;72;0
53.785;53.885;76;4
53.885;53.985;88;4
53.985;54.085;84;0
54.085;54.185;79;7
54.185;54.285;76;4
54.285;54.965;54;6
54.285;54.965;66;6
54.385;54.485;78;6
54.485;54.645;90;6
54.645;54.745;85;1
54.745;54.845;82;10
54.845;54.965;78;6
54.965;55.31;54;6
54.965;55.31;59;11
54.965;55.31;62;2
55.065;55.165;78;6
55.165;55.31;90;6
55.31;55.465;86;2
55.31;55.465;59;11
55.31;55.465;62;2
55.31;55.465;66;6
55.465;55.685;83;11
55.465;55.785;62;2
55.465;55.785;66;6
55.465;55.785;71;11
55.685;55.785;78;6
55.785;56.385;66;6
55.785;56.385;71;11
55.785;56.385;74;2
55.885;55.985;78;6
55.985;56.085;90;6
56.085;56.185;86;2
56.185;56.285;83;11
56.285;56.385;78;6
56.385;56.685;54;6
56.485;56.585;74;2
56.585;56.685;86;2
56.685;56.785;83;11
56.685;56.785;66;6
56.785;56.885;78;6
56.785;56.985;59;11
56.885;56.985;74;2
56.985;57.605;66;6
57.085;57.185;78;6
57.185;57.285;90;6
57.285;57.385;86;2
57.385;57.5;83;11
57.5;57.605;78;6
57.605;57.905;47;11
57.705;57.805;74;2
57.805;57.905;86;2
57.905;58.005;83;11
57.905;58.005;59;11
58.005;58.105;78;6
58.005;58.265;54;6
58.105;58.265;74;2
58.265;58.465;66;6
58.365;58.465;71;11
58.465;58.64;83;11
58.64;58.745;78;6
58.745;58.845;74;2
58.745;58.945;54;6
58.845;58.945;71;11
58.945;59.245;55;7
59.045;59.145;76;4
59.145;59.245;88;4
59.245;59.345;83;11
59.245;59.345;52;4
59.345;59.445;79;7
59.345;59.575;55;7
59.445;59.575;76;4
59.575;60.525;59;11
59.725;59.825;74;2
59.825;59.925;86;2
59.925;60.025;83;11
60.025;60.145;78;6
60.145;60.265;74;2
60.405;60.525;71;11
60.525;60.625;83;11
60.625;60.725;78;6
60.725;60.825;74;2
60.725;60.925;66;6
60.825;60.925;71;11
60.925;61.225;67;7
61.025;61.125;76;4
61.125;61.225;88;4
61.225;61.325;83;11
61.225;61.325;64;4
61.325;61.425;79;7
61.325;61.525;67;7
61.425;61.525;76;4
61.525;62.485;71;11
61.625;61.725;74;2
61.725;61.825;86;2
61.825;61.925;83;11
61.925;62.025;78;6
62.025;62.165;74;2
62.265;62.485;71;11
62.485;62.585;83;11
62.585;62.685;78;6
62.685;62.785;74;2
62.685;62.885;54;6
62.685;62.885;66;6
62.785;62.885;71;11
62.885;63.185;55;7
62.885;63.185;67;7
62.985;63.085;76;4
63.085;63.185;88;4
63.185;63.285;83;11
63.185;63.285;52;4
63.185;63.285;64;4
63.285;63.385;79;7
63.285;63.485;55;7
63.285;63.485;67;7
63.385;63.485;76;4
63.485;64.175;61;1
63.485;64.175;73;1
63.585;63.685;76;4
63.685;63.845;88;4
63.845;63.945;85;1
63.945;64.045;79;7
64.045;64.175;76;4
64.175;64.805;54;6
64.175;64.805;66;6
64.285;64.385;78;6
64.385;64.485;90;6
64.485;64.605;85;1
64.605;64.705;82;10
64.705;64.805;78;6
64.805;65.105;59;11
64.805;65.105;63;3
64.805;65.105;66;6
64.905;65.005;78;6
65.005;65.105;90;6
65.105;65.205;87;3
65.105;65.205;63;3
65.105;65.205;66;6
65.105;65.205;71;11
65.205;65.305;83;11
65.205;65.405;66;6
65.205;65.405;71;11
65.205;65.405;75;3
65.305;65.405;78;6
65.405;66.005;71;11
65.405;66.005;75;3
65.405;66.005;78;6
65.505;65.605;75;3
65.605;65.705;87;3
65.705;65.805;83;11
65.805;65.905;78;6
65.905;66.005;75;3
66.005;66.465;63;3
66.105;66.285;71;11
66.285;66.465;83;11
66.465;66.565;78;6
66.465;66.565;59;11
66.565;66.665;75;3
66.565;66.945;63;3
66.665;66.945;71;11
66.945;67.545;59;11
66.945;67.545;63;3
66.945;67.545;66;6
67.045;67.145;78;6
67.145;67.245;90;6
67.245;67.345;87;3
67.345;67.445;83;11
67.445;67.545;78;6
67.545;67.845;47;11
67.645;67.745;75;3
67.745;67.845;87;3
67.845;67.945;83;11
67.845;67.945;59;11
67.945;68.045;78;6
67.945;68.145;54;6
68.045;68.145;75;3
68.145;68.345;54;6
68.245;68.345;71;11
68.345;68.445;83;11
68.445;68.545;78;6
68.545;68.645;75;3
68.545;68.745;42;6
68.545;68.745;54;6
68.645;68.745;71;11
68.745;69.045;47;11
68.745;69.045;59;11
68.845;68.945;78;6
68.945;69.045;90;6
69.045;69.145;86;2
69.045;69.145;42;6
69.045;69.145;54;6
69.145;69.245;83;11
69.145;69.345;47;11
69.145;69.345;59;11
69.245;69.345;78;6
69.345;69.945;50;2
69.345;69.945;62;2
69.445;69.545;74;2
69.545;69.645;86;2
69.645;69.745;83;11
69.745;69.845;78;6
69.845;69.945;74;2
69.945;70.765;47;11
69.945;70.765;59;11
70.18;70.325;71;11
70.325;70.425;83;11
70.425;70.525;78;6
70.525;70.625;74;2
70.625;70.765;71;11
70.765;71.065;50;2
70.765;71.065;62;2
70.865;70.965;78;6
70.965;71.065;90;6
71.065;71.165;86;2
71.065;71.165;47;11
71.065;71.165;59;11
71.165;71.265;83;11
71.165;71.42;50;2
71.165;71.42;62;2
71.265;71.42;78;6
71.42;72.045;54;6
71.42;72.045;66;6
71.545;71.645;74;2
71.645;71.745;86;2
71.745;71.845;83;11
71.845;71.945;78;6
71.945;72.045;74;2
72.045;72.765;50;2
72.045;72.765;62;2
72.145;72.245;71;11
72.245;72.465;83;11
72.465;72.565;78;6
72.565;72.665;74;2
72.665;72.765;71;11
72.765;73.065;54;6
72.765;73.065;66;6
72.865;72.965;81;9
72.965;73.065;93;9
73.065;73.165;90;6
73.065;73.165;50;2
73.065;73.165;62;2
73.165;73.265;86;2
73.165;73.445;54;6
73.165;73.445;66;6
73.265;73.445;81;9
73.445;74.225;57;9
73.445;74.225;69;9
73.565;73.765;78;6
73.765;73.925;90;6
73.925;74.025;86;2
74.025;74.125;81;9
74.125;74.225;78;6
74.225;74.825;45;9
74.225;74.825;57;9
74.325;74.425;76;4
74.425;74.525;88;4
74.525;74.625;85;1
74.625;74.725;81;9
74.725;74.825;76;4
74.825;75.185;50;2
74.825;75.185;62;2
74.925;75.025;81;9
75.025;75.185;93;9
75.185;75.285;90;6
75.185;75.285;45;9
75.185;75.285;57;9
75.285;75.385;86;2
75.285;75.525;50;2
75.285;75.525;62;2
75.385;75.525;81;9
75.525;76.425;54;6
75.525;76.425;66;6
75.705;75.805;78;6
75.805;75.925;90;6
75.925;76.025;86;2
76.025;76.125;81;9
76.125;76.225;78;6
76.325;76.425;74;2
76.425;76.525;86;2
76.525;76.625;81;9
76.625;76.725;78;6
76.625;76.865;45;9
76.625;76.865;57;9
76.725;76.865;74;2
76.865;77.325;50;2
76.865;77.325;62;2
76.985;77.145;81;9
77.145;77.325;93;9
77.325;77.425;90;6
77.325;77.425;45;9
77.325;77.425;57;9
77.425;77.525;86;2
77.425;77.625;50;2
77.425;77.625;62;2
77.525;77.625;81;9
77.625;78.245;54;6
77.625;78.245;66;6
77.745;77.845;78;6
77.845;77.945;90;6
77.945;78.045;86;2
78.045;78.145;81;9
78.145;78.245;78;6
78.245;78.845;50;2
78.245;78.845;62;2
78.345;78.445;74;2
78.445;78.545;86;2
78.545;78.645;81;9
78.645;78.745;78;6
78.745;78.845;74;2
78.845;79.145;54;6
78.845;79.145;66;6
78.945;79.045;81;9
79.045;79.145;93;9
79.145;79.245;90;6
79.145;79.245;50;2
79.145;79.245;62;2
79.245;79.345;86;2
79.245;79.505;54;6
79.245;79.505;66;6
79.345;79.505;81;9
79.505;80.125;57;9
79.505;80.125;69;9
79.625;79.725;78;6
79.725;79.825;90;6
79.825;79.925;86;2
79.925;80.025;81;9
80.025;80.125;78;6
80.125;80.925;54;6
80.125;80.925;66;6
80.225;80.325;74;2
80.325;80.425;86;2
80.425;80.71;81;9
80.71;80.825;78;6
80.825;80.925;74;2
80.925;81.24;57;9
80.925;81.24;69;9
81.025;81.125;85;1
81.125;81.24;97;1
81.24;81.345;93;9
81.24;81.345;54;6
81.24;81.345;66;6
81.345;81.445;90;6
81.345;81.545;57;9
81.345;81.545;69;9
81.445;81.545;85;1
81.545;82.305;61;1
81.545;82.305;73;1
81.645;81.745;81;9
81.745;81.845;93;9
81.845;81.945;90;6
81.945;82.205;85;1
82.205;82.305;81;9
82.305;82.945;49;1
82.305;82.945;61;1
82.405;82.505;80;8
82.505;82.605;92;8
82.605;82.705;89;5
82.705;82.805;85;1
82.805;82.945;80;8
82.945;83.245;54;6
82.945;83.245;66;6
83.045;83.145;78;6
83.145;83.245;90;6
83.245;83.44;85;1
83.245;83.44;49;1
83.245;83.44;61;1
83.44;83.605;82;10
83.44;83.705;54;6
83.44;83.705;66;6
83.605;83.705;78;6
83.705;84.565;58;10
83.705;84.565;70;10
83.805;83.905;73;1
83.905;84.005;85;1
84.005;84.105;82;10
84.105;84.205;78;6
84.205;84.325;73;1
84.465;84.565;66;6
84.565;84.665;78;6
84.665;84.765;73;1
84.765;84.865;70;10
84.765;84.831;42;6
84.831;84.898;44;8
84.865;84.965;66;6
84.898;84.965;46;10
84.965;85.185;67;7
84.965;85.185;75;3
84.965;85.185;79;7
84.965;85.605;47;11
85.185;85.505;75;3
85.505;86.205;67;7
85.605;86.205;71;11
85.605;85.905;63;3
85.905;86.005;59;11
86.005;86.205;63;3
86.205;86.405;71;11
86.205;86.605;67;7
86.605;86.705;67;7
86.605;86.705;79;7
86.605;86.805;55;7
86.705;86.805;67;7
86.705;86.805;79;7
86.805;87.005;67;7
86.805;87.005;75;3
86.805;87.005;79;7
86.805;87.405;59;11
87.005;87.305;75;3
87.305;88.025;67;7
87.405;88.025;71;11
87.405;87.705;63;3
87.705;87.82;59;11
87.82;88.025;63;3
88.025;88.36;71;11
88.025;88.605;67;7
88.605;88.705;71;11
88.605;88.805;55;7
88.705;88.805;71;11
88.805;89.005;68;8
88.805;89.005;76;4
88.805;89.005;52;4
88.805;89.005;64;4
89.005;89.105;84;0
89.005;89.105;64;4
89.105;89.205;83;11
89.105;89.205;68;8
89.205;89.305;84;0
89.205;89.305;64;4
89.305;89.405;83;11
89.305;89.405;68;8
89.405;89.505;84;0
89.405;89.505;64;4
89.505;89.605;83;11
89.505;89.605;68;8
89.605;89.705;84;0
89.605;89.705;64;4
89.705;89.805;83;11
89.705;89.805;68;8
89.805;89.905;84;0
89.805;89.905;64;4
89.905;90.005;83;11
89.905;90.005;68;8
90.005;90.105;84;0
90.005;90.105;64;4
90.105;90.205;83;11
90.105;90.205;68;8
90.205;90.305;84;0
90.205;90.305;64;4
90.305;90.405;83;11
90.305;90.405;68;8
90.405;90.505;84;0
90.405;90.505;64;4
90.505;90.625;83;11
90.505;90.625;68;8
90.625;90.825;76;4
90.625;90.825;84;0
90.625;92.445;40;4
90.625;92.445;52;4
90.825;91.07;75;3
90.825;91.07;83;11
91.07;91.285;74;2
91.07;91.285;82;10
91.285;91.485;73;1
91.285;91.485;81;9
91.485;91.705;72;0
91.485;91.705;80;8
91.705;91.925;71;11
91.705;91.925;79;7
91.925;92.245;70;10
91.925;92.245;78;6
92.245;92.445;69;9
92.245;92.445;77;5
92.445;92.645;68;8
92.445;92.645;76;4
92.445;92.511;40;4
92.511;92.578;42;6
92.578;92.645;44;8
92.645;92.845;77;5
92.645;93.245;65;5
92.645;93.245;45;9
92.845;93.145;72;0
93.145;93.245;69;9
93.245;94.265;67;7
93.245;94.265;72;0
93.245;94.265;76;4
93.245;93.545;60;0
93.545;93.645;55;7
93.645;93.845;60;0
93.845;94.265;64;4
94.265;94.38;67;7
94.265;94.38;72;0
94.265;94.38;76;4
94.265;94.545;52;4
94.38;94.545;67;7
94.38;94.545;72;0
94.38;94.545;76;4
94.545;94.745;77;5
94.545;95.145;65;5
94.545;95.145;57;9
94.745;95.045;72;0
95.045;95.145;69;9
95.145;96.16;67;7
95.145;96.16;72;0
95.145;96.16;76;4
95.145;95.445;60;0
95.445;95.545;55;7
95.545;95.745;60;0
95.745;96.16;64;4
96.16;96.28;67;7
96.16;96.28;72;0
96.16;96.48;52;4
96.28;96.48;67;7
96.28;96.48;72;0
96.48;96.685;66;6
96.48;96.685;70;10
96.48;96.685;73;1
96.48;96.685;78;6
96.48;96.685;54;6
96.685;96.785;86;2
96.685;96.785;66;6
96.785;96.885;85;1
96.785;96.885;70;10
96.885;96.985;86;2
96.885;96.985;66;6
96.985;97.085;85;1
96.985;97.085;70;10
97.085;97.185;86;2
97.085;97.185;66;6
97.185;97.285;85;1
97.185;97.285;70;10
97.285;97.385;86;2
97.285;97.385;66;6
97.385;97.485;85;1
97.385;97.485;70;10
97.485;97.585;86;2
97.485;97.585;66;6
97.585;97.705;85;1
97.585;97.705;70;10
97.705;97.805;86;2
97.705;97.805;66;6
97.805;97.935;85;1
97.805;97.935;70;10
97.935;98.145;86;2
97.935;98.145;66;6
98.145;98.245;85;1
98.145;98.245;70;10
98.245;98.345;86;2
98.245;98.345;66;6
98.345;98.445;85;1
98.345;98.445;70;10
98.445;98.645;78;6
98.445;98.645;86;2
98.445;100.03;42;6
98.445;100.03;54;6
98.645;98.845;77;5
98.645;98.845;85;1
98.845;99.045;76;4
98.845;99.045;84;0
99.045;99.245;75;3
99.045;99.245;83;11
99.245;99.445;74;2
99.245;99.445;82;10
99.445;99.645;73;1
