start;end;pitch;pitchclass
55.105;55.205;76;4
55.205;55.305;88;4
55.305;55.405;84;0
55.405;55.505;79;7
55.505;55.665;76;4
55.665;56.445;54;6
55.665;56.445;66;6
55.765;56.045;78;6
56.045;56.145;90;6
56.145;56.245;85;1
56.245;56.345;82;10
56.345;56.445;78;6
56.445;56.745;54;6
56.445;56.745;59;11
56.445;56.745;62;2
56.545;56.645;78;6
56.645;56.745;90;6
56.745;56.845;86;2
56.745;56.845;59;11
56.745;56.845;62;2
56.745;56.845;66;6
56.845;56.945;83;11
56.845;57.045;62;2
56.845;57.045;66;6
56.845;57.045;71;11
56.945;57.045;78;6
57.045;57.645;66;6
57.045;57.645;71;11
57.045;57.645;74;2
57.145;57.245;78;6
57.245;57.345;90;6
57.345;57.445;86;2
57.445;57.545;83;11
57.545;57.645;78;6
57.645;57.945;54;6
57.745;57.845;74;2
57.845;57.945;86;2
57.945;58.165;83;11
57.945;58.165;66;6
58.165;58.265;78;6
58.165;58.365;59;11
58.265;58.365;74;2
58.365;59.125;66;6
58.465;58.565;78;6
58.565;58.665;90;6
58.665;58.905;86;2
58.905;59.025;83;11
59.025;59.125;78;6
59.125;59.425;47;11
59.225;59.325;74;2
59.325;59.425;86;2
59.425;59.525;83;11
59.425;59.525;59;11
59.525;59.625;78;6
59.525;59.725;54;6
59.625;59.725;74;2
59.725;59.925;66;6
59.825;59.925;71;11
59.925;60.025;83;11
60.025;60.125;78;6
60.125;60.225;74;2
60.125;60.325;54;6
60.225;60.325;71;11
60.325;60.625;55;7
60.425;60.525;76;4
60.525;60.625;88;4
60.625;60.725;83;11
60.625;60.725;52;4
60.725;60.925;79;7
60.725;61.025;55;7
60.925;61.025;76;4
61.025;61.825;59;11
61.125;61.225;74;2
61.225;61.325;86;2
61.325;61.425;83;11
61.425;61.525;78;6
61.525;61.625;74;2
61.725;61.825;71;11
61.825;61.925;83;11
61.925;62.025;78;6
62.025;62.125;74;2
62.025;62.225;66;6
62.125;62.225;71;11
62.225;62.525;67;7
62.325;62.425;76;4
62.425;62.525;88;4
62.525;62.625;83;11
62.525;62.625;64;4
62.625;62.725;79;7
62.625;62.825;67;7
62.725;62.825;76;4
62.825;63.625;71;11
62.925;63.025;74;2
63.025;63.125;86;2
63.125;63.225;83;11
63.225;63.325;78;6
63.325;63.425;74;2
63.525;63.625;71;11
63.625;63.725;83;11
63.725;64.005;78;6
64.005;64.105;74;2
64.005;64.205;54;6
64.005;64.205;66;6
64.105;64.205;71;11
64.205;64.505;55;7
64.205;64.505;67;7
64.305;64.405;76;4
64.405;64.505;88;4
64.505;64.605;83;11
64.505;64.605;52;4
64.505;64.605;64;4
64.605;64.705;79;7
64.605;64.805;55;7
64.605;64.805;67;7
64.705;64.805;76;4
64.805;65.405;61;1
64.805;65.405;73;1
64.905;65.005;76;4
65.005;65.105;88;4
65.105;65.205;85;1
65.205;65.305;79;7
65.305;65.405;76;4
65.405;66.325;54;6
65.405;66.325;66;6
65.505;65.605;78;6
65.605;65.705;90;6
65.705;65.805;85;1
65.805;66.045;82;10
66.045;66.325;78;6
66.325;66.625;59;11
66.325;66.625;63;3
66.325;66.625;66;6
66.425;66.525;78;6
66.525;66.625;90;6
66.625;66.725;87;3
66.625;66.725;63;3
66.625;66.725;66;6
66.625;66.725;71;11
66.725;66.825;83;11
66.725;66.925;66;6
66.725;66.925;71;11
66.725;66.925;75;3
66.825;66.925;78;6
66.925;67.525;71;11
66.925;67.525;75;3
66.925;67.525;78;6
67.025;67.125;75;3
67.125;67.225;87;3
67.225;67.325;83;11
67.325;67.425;78;6
67.425;67.525;75;3
67.525;67.825;63;3
67.625;67.725;71;11
67.725;67.825;83;11
67.825;67.925;78;6
67.825;67.925;59;11
67.925;68.025;75;3
67.925;68.125;63;3
68.025;68.125;71;11
68.125;68.845;59;11
68.125;68.845;63;3
68.125;68.845;66;6
68.225;68.325;78;6
68.325;68.525;90;6
68.525;68.645;87;3
68.645;68.745;83;11
68.745;68.845;78;6
68.845;69.145;47;11
68.945;69.045;75;3
69.045;69.145;87;3
69.145;69.245;83;11
69.145;69.245;59;11
69.245;69.345;78;6
69.245;69.445;54;6
69.345;69.445;75;3
69.445;69.645;54;6
69.545;69.645;71;11
69.645;69.745;83;11
69.745;69.845;78;6
69.845;69.945;75;3
69.845;70.045;42;6
69.845;70.045;54;6
69.945;70.045;71;11
70.045;70.345;47;11
70.045;70.345;59;11
70.145;70.245;78;6
70.245;70.345;90;6
70.345;70.73;86;2
70.345;70.73;42;6
70.345;70.73;54;6
70.73;70.885;83;11
70.73;70.985;47;11
70.73;70.985;59;11
70.885;70.985;78;6
70.985;71.645;50;2
70.985;71.645;62;2
71.1;71.205;74;2
71.205;71.305;86;2
71.305;71.435;83;11
71.435;71.545;78;6
71.545;71.645;74;2
71.645;72.245;47;11
71.645;72.245;59;11
71.745;71.845;71;11
71.845;71.945;83;11
71.945;72.045;78;6
72.045;72.145;74;2
72.145;72.245;71;11
72.245;72.565;50;2
72.245;72.565;62;2
72.345;72.465;78;6
72.465;72.565;90;6
72.565;72.665;86;2
72.565;72.665;47;11
72.565;72.665;59;11
72.665;72.765;83;11
72.665;72.865;50;2
72.665;72.865;62;2
72.765;72.865;78;6
72.865;73.485;54;6
72.865;73.485;66;6
72.965;73.065;74;2
73.065;73.165;86;2
73.165;73.265;83;11
73.265;73.365;78;6
73.365;73.485;74;2
73.485;74.205;50;2
73.485;74.205;62;2
73.585;73.685;71;11
73.685;73.785;83;11
73.785;74.005;78;6
74.005;74.105;74;2
74.105;74.205;71;11
74.205;74.505;54;6
74.205;74.505;66;6
74.305;74.405;81;9
74.405;74.505;93;9
74.505;74.605;90;6
74.505;74.605;50;2
74.505;74.605;62;2
74.605;74.705;86;2
74.605;74.845;54;6
74.605;74.845;66;6
74.705;74.845;81;9
74.845;75.505;57;9
74.845;75.505;69;9
74.945;75.045;78;6
75.045;75.145;90;6
75.145;75.245;86;2
75.245;75.365;81;9
75.365;75.505;78;6
75.505;76.185;45;9
75.505;76.185;57;9
75.605;75.705;76;4
75.705;75.805;88;4
75.805;75.95;85;1
75.95;76.065;81;9
76.065;76.185;76;4
76.185;76.485;50;2
76.185;76.485;62;2
76.285;76.385;81;9
76.385;76.485;93;9
76.485;76.625;90;6
76.485;76.625;45;9
76.485;76.625;57;9
76.625;76.725;86;2
76.625;76.825;50;2
76.625;76.825;62;2
76.725;76.825;81;9
76.825;77.745;54;6
76.825;77.745;66;6
76.925;77.025;78;6
77.025;77.125;90;6
77.125;77.34;86;2
77.34;77.445;81;9
77.445;77.545;78;6
77.645;77.745;74;2
77.745;77.925;86;2
77.925;78.025;81;9
78.025;78.205;78;6
78.025;78.325;45;9
78.025;78.325;57;9
78.205;78.325;74;2
78.325;78.625;50;2
78.325;78.625;62;2
78.425;78.525;81;9
78.525;78.625;93;9
78.625;78.725;90;6
78.625;78.725;45;9
78.625;78.725;57;9
78.725;78.825;86;2
78.725;78.925;50;2
78.725;78.925;62;2
78.825;78.925;81;9
78.925;79.705;54;6
78.925;79.705;66;6
79.025;79.125;78;6
79.125;79.315;90;6
79.315;79.505;86;2
79.505;79.605;81;9
79.605;79.705;78;6
79.705;80.305;50;2
79.705;80.305;62;2
79.805;79.905;74;2
79.905;80.005;86;2
80.005;80.105;81;9
80.105;80.205;78;6
80.205;80.305;74;2
80.305;80.605;54;6
80.305;80.605;66;6
80.405;80.505;81;9
80.505;80.605;93;9
80.605;80.705;90;6
80.605;80.705;50;2
80.605;80.705;62;2
80.705;80.805;86;2
80.705;80.905;54;6
80.705;80.905;66;6
80.805;80.905;81;9
80.905;81.505;57;9
80.905;81.505;69;9
81.005;81.105;78;6
81.105;81.205;90;6
81.205;81.305;86;2
81.305;81.405;81;9
81.405;81.505;78;6
81.505;82.285;54;6
81.505;82.285;66;6
81.605;81.705;74;2
81.705;81.925;86;2
81.925;82.045;81;9
82.045;82.145;78;6
82.145;82.285;74;2
82.285;82.585;57;9
82.285;82.585;69;9
82.385;82.485;85;1
82.485;82.585;97;1
82.585;82.685;93;9
82.585;82.685;54;6
82.585;82.685;66;6
82.685;82.785;90;6
82.685;82.885;57;9
82.685;82.885;69;9
82.785;82.885;85;1
82.885;83.625;61;1
82.885;83.625;73;1
82.985;83.085;81;9
83.085;83.185;93;9
83.185;83.285;90;6
83.285;83.49;85;1
83.49;83.625;81;9
83.625;84.325;49;1
83.625;84.325;61;1
83.725;83.825;80;8
83.825;84.025;92;8
84.025;84.125;89;5
84.125;84.225;85;1
84.225;84.325;80;8
84.325;84.625;54;6
84.325;84.625;66;6
84.425;84.525;78;6
84.525;84.625;90;6
84.625;84.725;85;1
84.625;84.725;49;1
84.625;84.725;61;1
84.725;84.945;82;10
84.725;85.105;54;6
84.725;85.105;66;6
84.945;85.105;78;6
85.105;85.905;58;10
85.105;85.905;70;10
85.205;85.305;73;1
85.305;85.405;85;1
85.405;85.505;82;10
85.505;85.605;78;6
85.605;85.705;73;1
85.805;85.905;66;6
85.905;86.005;78;6
86.005;86.105;73;1
86.105;86.205;70;10
86.105;86.171;42;6
86.171;86.238;44;8
86.205;86.34;66;6
86.238;86.34;46;10
86.34;86.58;67;7
86.34;86.58;75;3
86.34;86.58;79;7
86.34;86.985;47;11
86.58;86.885;75;3
86.885;87.685;67;7
86.985;87.685;71;11
86.985;87.285;63;3
87.285;87.485;59;11
87.485;87.685;63;3
87.685;87.885;71;11
87.685;88.085;67;7
88.085;88.185;67;7
88.085;88.185;79;7
88.085;88.285;55;7
88.185;88.285;67;7
88.185;88.285;79;7
88.285;88.485;67;7
88.285;88.485;75;3
88.285;88.485;79;7
88.285;88.885;59;11
88.485;88.785;75;3
88.785;89.485;67;7
88.885;89.485;71;11
88.885;89.185;63;3
89.185;89.285;59;11
89.285;89.485;63;3
89.485;89.685;71;11
89.485;89.885;67;7
89.885;90.125;71;11
89.885;90.395;55;7
90.125;90.395;71;11
90.395;90.605;68;8
90.395;90.605;76;4
90.395;90.605;52;4
90.395;90.605;64;4
90.605;90.705;84;0
90.605;90.705;64;4
90.705;90.85;83;11
90.705;90.85;68;8
90.85;90.965;84;0
90.85;90.965;64;4
90.965;91.085;83;11
90.965;91.085;68;8
91.085;91.185;84;0
91.085;91.185;64;4
91.185;91.285;83;11
91.185;91.285;68;8
91.285;91.385;84;0
91.285;91.385;64;4
91.385;91.525;83;11
91.385;91.525;68;8
91.525;91.625;84;0
91.525;91.625;64;4
91.625;91.725;83;11
91.625;91.725;68;8
91.725;91.825;84;0
91.725;91.825;64;4
91.825;91.925;83;11
91.825;91.925;68;8
91.925;92.025;84;0
91.925;92.025;64;4
92.025;92.125;83;11
92.025;92.125;68;8
92.125;92.225;84;0
92.125;92.225;64;4
92.225;92.325;83;11
92.225;92.325;68;8
92.325;92.525;76;4
92.325;92.525;84;0
92.325;94.105;40;4
92.325;94.105;52;4
92.525;92.725;75;3
92.525;92.725;83;11
92.725;92.985;74;2
92.725;92.985;82;10
92.985;93.185;73;1
92.985;93.185;81;9
93.185;93.385;72;0
93.185;93.385;80;8
93.385;93.705;71;11
93.385;93.705;79;7
93.705;93.905;70;10
93.705;93.905;78;6
93.905;94.105;69;9
93.905;94.105;77;5
94.105;94.305;68;8
94.105;94.305;76;4
94.105;94.171;40;4
94.171;94.238;42;6
94.238;94.305;44;8
94.305;94.505;77;5
94.305;95.005;65;5
94.305;95.005;45;9
94.505;94.825;72;0
94.825;95.005;69;9
95.005;96.005;67;7
95.005;96.005;72;0
95.005;96.005;76;4
95.005;95.305;60;0
95.305;95.405;55;7
95.405;95.605;60;0
95.605;96.005;64;4
96.005;96.105;67;7
96.005;96.105;72;0
96.005;96.105;76;4
96.005;96.205;52;4
96.105;96.205;67;7
96.105;96.205;72;0
96.105;96.205;76;4
96.205;96.405;77;5
96.205;96.805;65;5
96.205;96.805;57;9
96.405;96.705;72;0
96.705;96.805;69;9
96.805;97.885;67;7
96.805;97.885;72;0
96.805;97.885;76;4
96.805;97.185;60;0
97.185;97.285;55;7
97.285;97.485;60;0
97.485;97.885;64;4
97.885;97.985;67;7
97.885;97.985;72;0
97.885;98.125;52;4
97.985;98.125;67;7
97.985;98.125;72;0
98.125;98.325;66;6
98.125;98.325;70;10
98.125;98.325;73;1
98.125;98.325;78;6
98.125;98.325;54;6
98.325;98.425;86;2
98.325;98.425;66;6
98.425;98.525;85;1
98.425;98.525;70;10
98.525;98.625;86;2
98.525;98.625;66;6
98.625;98.725;85;1
98.625;98.725;70;10
98.725;98.825;86;2
98.725;98.825;66;6
98.825;98.925;85;1
98.825;98.925;70;10
98.925;99.025;86;2
98.925;99.025;66;6
99.025;99.125;85;1
99.025;99.125;70;10
99.125;99.225;86;2
99.125;99.225;66;6
99.225;99.325;85;1
99.225;99.325;70;10
99.325;99.425;86;2
99.325;99.425;66;6
99.425;99.525;85;1
99.425;99.525;70;10
99.525;99.655;86;2
99.525;99.655;66;6
99.655;99.845;85;1
99.655;99.845;70;10
99.845;99.945;86;2
99.845;99.945;66;6
99.945;100.28;85;1
99.945;100.28;70;10
100.28;100.47;78;6
100.28;100.47;86;2
100.28;101.86;42;6
100.28;101.86;54;6
100.47;100.67;77;5
100.47;100.67;85;1
100.67;100.86;76;4
100.67;100.86;84;0
100.86;101.06;75;3
100.86;101.06;83;11
101.06;101.27;74;2
101.06;101.27;82;10
101.27;101.47;73;1
