@pageIndex,Nodes.Node.Id,Nodes.Node.ClassName,Nodes.Node.Top,Nodes.Node.Left,Nodes.Node.Width,Nodes.Node.Height,Nodes.Node.Mask,Nodes.Node.Data.DataItem,Nodes.Node.Inlinks,Nodes.Node.Data,Nodes.Node.Outlinks,staff_id,spacing_run_id,dorico_event_id,clef_type,clef_hotspot,clef_required_stave_lines,clef_stave_position,dorico_event_ids,grace_note,duration_beats,onset_beats,pitch_octave,midi_pitch_code,normalized_pitch_step,key_signature_description,time_signature_description,text,pitch
0,10,noteheadBlack,700,1365,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '5.000000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '72'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'C'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '7520'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '5685189497531519029'}]",,,104 105 262,0,5.685189497531519e+18,7520,,,,,,,0.5,5.0,5,72,C,,,,C5
0,11,noteheadBlack,694,1325,18,15,0: 5 1: 11 0: 5 1: 14 0: 3 1: 16 0: 1 1: 17 0: 1 1: 70 0: 1 1: 17 0: 1 1: 16 0: 2 1: 16 0: 2 1: 15 0: 3 1: 13 0: 6 1: 11 0: 8 1: 7 0: 9,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '-0.500000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '74'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'D'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '7519'}, {'@key': 'grace_note', '@type': 'bool', '#text': 'true'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '5685189497531519029'}]",,,106 107,0,5.685189497531519e+18,7519,,,,,,True,0.5,-0.5,5,74,D,,,,D5
0,12,noteheadBlack,711,1401,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '5.500000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '4'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '71'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'B'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '7521'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '5685189497531519029'}]",,,109 110 262,0,5.685189497531519e+18,7521,,,,,,,0.5,5.5,4,71,B,,,,B4
0,13,noteheadBlack,700,1438,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '6.000000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '72'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'C'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '7522'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '5685189497531519029'}]",,,111 112 262,0,5.685189497531519e+18,7522,,,,,,,0.5,6.0,5,72,C,,,,C5
0,14,noteheadBlack,690,1474,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '6.500000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '74'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'D'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '7523'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '5685189497531519029'}]",,,113 114 262,0,5.685189497531519e+18,7523,,,,,,,0.5,6.5,5,74,D,,,,D5
0,15,noteheadBlack,679,1511,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '7.000000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '75'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'Eb'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '7524'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '5685189497531519029'}]",,,115 116 263,0,5.685189497531519e+18,7524,,,,,,,0.5,7.0,5,75,Eb,,,,Eb5
0,16,noteheadBlack,679,1547,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '7.500000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '76'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'E'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '7525'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '5685189497531519029'}]",,,118 119 263,0,5.685189497531519e+18,7525,,,,,,,0.5,7.5,5,76,E,,,,E5
0,17,noteheadBlack,668,1584,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '8.000000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '77'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'F'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '7526'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '5685189497531519029'}]",,,120 121 263,0,5.685189497531519e+18,7526,,,,,,,0.5,8.0,5,77,F,,,,F5
0,18,noteheadBlack,668,1646,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '8.500000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '78'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'F#'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '7527'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '5685189497531519029'}]",,,123 124 263,0,5.685189497531519e+18,7527,,,,,,,0.5,8.5,5,78,F#,,,,F#5
0,19,noteheadBlack,658,1725,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '1.000000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '9.000000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '79'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'G'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '7528'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '5685189497531519029'}]",,,125 126,0,5.685189497531519e+18,7528,,,,,,,1.0,9.0,5,79,G,,,,G5
0,20,noteheadBlack,658,1777,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '1.000000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '10.000000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '79'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'G'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '7529'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '5685189497531519029'}]",,,127 128,0,5.685189497531519e+18,7529,,,,,,,1.0,10.0,5,79,G,,,,G5
0,21,noteheadBlack,658,1828,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '1.000000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '11.000000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '79'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'G'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '7530'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '5685189497531519029'}]",,,129 130,0,5.685189497531519e+18,7530,,,,,,,1.0,11.0,5,79,G,,,,G5
0,22,noteheadBlack,658,1880,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '1.000000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '12.000000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '79'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'G'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '7531'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '5685189497531519029'}]",,,131 132,0,5.685189497531519e+18,7531,,,,,,,1.0,12.0,5,79,G,,,,G5
